RelativeTime,H2 Node,H2 Set-Point,H2 Actual Flow,N2 Node,N2 Set-Point,N2 Actual Flow,T Reactor (sliding TC),T Heater 1,SP Heater 1,,,Pressure setpoint,N2 poisoning set-point,N2 poisoning Actual flow,H2 Uncontrolled flow,N2 Uncontrolled flow,Inlet calc. flowrate,Outlet meas.flowrate,Pressure reading,T14,T13,T12,T11,T10,T9,T8,T7,T6,T5,T4,T3,T2,T1,,Date,Stage,File,RT (sec),Area,H2,RT (sec)       _1,Area           _2,N2,RT (sec)       _3,Area           _4,NH3,Sample name
209.6,6.00,945.00,945.18,4.00,315.00,315.27,990.00,520.24,520.00,520.24,520.0,100.0,0.0,0.00,0.00,0.00,28.68,32.40,76.39,522.34,523.12,524.09,525.03,527.18,529.45,533.83,539.02,542.55,541.10,536.73,534.82,532.43,530.01,,2025-02-21 05:16:48,54,Exp003_R150_#2674_7429,19.21,17173,74.0,21.98,236802,22.893,38.06,228742,9.918,Stream 2 - R150
513.62,6.00,945.00,944.92,4.00,315.00,315.23,990.00,520.01,520.00,520.01,520.0,100.02,0.0,0.00,0.00,0.00,28.68,32.53,76.39,523.63,524.38,525.21,526.14,528.42,530.63,534.78,539.96,543.51,541.97,537.58,535.70,533.19,530.88,,2025-02-21 05:21:52,54,Exp003_R150_#2674_7431,19.21,17165,74.0,21.98,235469,22.764,38.05,232196,10.068,Stream 2 - R150
817.61,6.00,945.00,944.96,4.00,315.00,315.17,990.00,520.0,520.00,520.0,520.0,100.01,0.0,0.00,0.00,0.00,28.67,32.64,76.39,523.99,524.69,525.59,526.43,528.66,530.95,535.16,540.26,543.85,542.22,537.83,535.91,533.51,531.22,,2025-02-21 05:26:56,54,Exp003_R150_#2674_7432,19.21,16741,73.0,21.98,236460,22.86,38.06,227068,9.845,Stream 2 - R150
1121.61,6.00,945.00,945.04,4.00,315.00,315.09,990.00,520.01,520.00,520.01,520.0,100.01,0.0,0.00,0.00,0.00,28.67,32.75,76.39,524.06,524.77,525.71,526.57,528.77,531.08,535.21,540.35,543.86,542.33,537.85,535.99,533.56,531.27,,2025-02-21 05:32:00,54,Exp003_R150_#2674_7434,19.21,16768,73.0,21.98,236671,22.88,38.06,226654,9.828,Stream 2 - R150
1425.61,6.00,945.00,944.93,4.00,315.00,315.29,990.00,520.0,520.00,520.0,520.0,100.0,0.0,0.00,0.00,0.00,28.68,32.64,76.39,524.01,524.74,525.64,526.50,528.78,531.07,535.24,540.41,543.82,542.31,537.92,536.05,533.60,531.28,,2025-02-21 05:37:04,54,Exp003_R150_#2674_7436,19.21,16793,73.0,21.99,237693,22.979,38.07,226046,9.801,Stream 2 - R150
1729.62,6.00,945.00,945.06,4.00,315.00,315.18,990.00,520.0,520.00,520.0,520.0,100.01,0.0,0.00,0.00,0.00,28.68,32.15,76.39,524.02,524.71,525.73,526.55,528.73,531.01,535.20,540.33,543.81,542.28,537.93,536.04,533.61,531.28,,2025-02-21 05:42:08,54,Exp003_R150_#2674_7438,19.21,16869,73.0,21.99,237471,22.958,38.06,232060,10.062,Stream 2 - R150
2033.59,6.00,945.00,945.01,4.00,315.00,315.34,990.00,520.0,520.00,520.0,520.0,100.0,0.0,0.00,0.00,0.00,28.69,32.32,76.39,523.98,524.70,525.70,526.56,528.71,530.96,535.15,540.32,543.79,542.28,537.88,535.99,533.63,531.29,,2025-02-21 05:47:12,54,Exp003_R150_#2674_7439,19.22,16884,73.0,21.99,238328,23.041,38.07,226367,9.815,Stream 2 - R150
2337.59,6.00,945.00,945.03,4.00,315.00,315.38,990.00,520.0,520.00,520.0,520.0,100.01,0.0,0.00,0.00,0.00,28.69,32.88,76.39,523.92,524.66,525.58,526.47,528.68,530.90,535.20,540.36,543.88,542.30,537.87,535.98,533.59,531.28,,2025-02-21 05:52:16,54,Exp003_R150_#2674_7441,19.22,16874,73.0,21.99,237755,22.985,38.06,231251,10.027,Stream 2 - R150
2641.57,6.00,945.00,944.98,4.00,315.00,315.23,990.00,520.0,520.00,520.0,520.0,100.02,0.0,0.00,0.00,0.00,28.68,32.55,76.39,523.88,524.67,525.66,526.59,528.65,530.92,535.13,540.32,543.80,542.31,538.01,536.11,533.56,531.26,,2025-02-21 05:57:20,54,Exp003_R150_#2674_7443,19.21,16849,73.0,22.0,237541,22.965,38.05,232122,10.065,Stream 2 - R150
2945.58,6.00,945.00,945.0,4.00,315.00,315.29,990.00,520.0,520.00,520.0,520.0,100.02,0.0,0.00,0.00,0.00,28.68,33.04,76.39,523.92,524.66,525.60,526.53,528.68,530.84,535.16,540.37,543.88,542.29,538.00,536.12,533.59,531.35,,2025-02-21 06:02:24,54,Exp003_R150_#2674_7444,19.22,16867,73.0,22.0,237809,22.99,38.05,231874,10.054,Stream 2 - R150
