RelativeTime,H2 Node,H2 Set-Point,H2 Actual Flow,N2 Node,N2 Set-Point,N2 Actual Flow,T Reactor (sliding TC),T Heater 1,SP Heater 1,,,Pressure setpoint,N2 poisoning set-point,N2 poisoning Actual flow,H2 Uncontrolled flow,N2 Uncontrolled flow,Inlet calc. flowrate,Outlet meas.flowrate,Pressure reading,T14,T13,T12,T11,T10,T9,T8,T7,T6,T5,T4,T3,T2,T1,,Date,Stage,File,RT (sec),Area,H2,RT (sec)       _1,Area           _2,N2,RT (sec)       _3,Area           _4,NH3,Sample name
49.67,6.00,945.00,944.78,4.00,315.00,314.91,990.00,399.98,250.00,399.98,250.0,100.0,0.0,0.00,0.00,0.00,28.65,31.41,77.98,405.17,407.32,408.09,410.28,413.13,417.17,422.17,429.76,436.88,437.04,434.06,431.90,427.29,423.71,,2025-02-08 03:15:51,7,Exp003_R150_#2674_1152,19.42,14306,68.0,24.45,114012,11.022,37.79,361081,15.656,Stream 2 - R150
353.65,6.00,945.00,945.0,4.00,315.00,315.19,990.00,397.86,250.00,397.86,250.0,100.0,0.0,0.00,0.00,0.00,28.68,32.25,77.99,403.83,405.98,406.75,408.91,411.80,415.80,420.79,428.36,435.45,435.62,432.54,430.42,425.89,422.33,,2025-02-08 03:20:55,7,Exp003_R150_#2674_1154,19.42,14312,68.0,24.45,112632,10.889,37.77,372270,16.141,Stream 2 - R150
659.32,6.00,945.00,944.95,4.00,315.00,315.26,990.00,393.95,250.00,393.95,250.0,99.99,0.0,0.00,0.00,0.00,28.68,32.80,77.99,401.10,403.19,403.83,406.05,408.91,412.84,417.85,425.26,432.22,432.53,429.50,427.42,422.97,419.44,,2025-02-08 03:26:01,7,Exp003_R150_#2674_1156,19.42,14267,68.0,24.44,112522,10.878,37.77,372352,16.145,Stream 2 - R150
961.63,6.00,945.00,945.01,4.00,315.00,315.18,990.00,390.14,250.00,390.14,250.0,100.0,0.0,0.00,0.00,0.00,28.68,32.81,78.00,397.72,399.97,400.55,402.73,405.43,409.37,414.22,421.49,428.56,428.77,425.96,424.01,419.47,415.98,,2025-02-08 03:31:03,7,Exp003_R150_#2674_1158,19.42,14348,68.0,24.44,112102,10.838,37.79,364542,15.806,Stream 2 - R150
1265.63,6.00,945.00,945.02,4.00,315.00,315.04,990.00,386.34,250.00,386.34,250.0,99.99,0.0,0.00,0.00,0.00,28.67,32.24,77.99,393.99,396.11,396.77,398.87,401.61,405.41,410.24,417.43,424.31,424.65,421.87,420.02,415.63,412.20,,2025-02-08 03:36:07,7,Exp003_R150_#2674_1159,19.42,14290,68.0,24.43,111701,10.799,37.79,362291,15.709,Stream 2 - R150
1569.55,6.00,945.00,945.03,4.00,315.00,315.1,990.00,382.54,250.00,382.54,250.0,100.0,0.0,0.00,0.00,0.00,28.67,32.41,78.00,390.21,392.27,392.97,395.07,397.82,401.60,406.17,413.26,419.82,420.34,417.78,415.97,411.69,408.32,,2025-02-08 03:41:11,7,Exp003_R150_#2674_1161,19.42,14295,68.0,24.43,111477,10.777,37.79,359573,15.591,Stream 2 - R150
1875.37,6.00,945.00,945.02,4.00,315.00,314.97,990.00,378.74,250.00,378.74,250.0,100.0,0.0,0.00,0.00,0.00,28.66,33.03,77.99,386.34,388.45,389.12,391.19,393.80,397.51,401.97,408.88,415.42,415.97,413.52,411.89,407.62,404.32,,2025-02-08 03:46:17,7,Exp003_R150_#2674_1163,19.41,14466,68.0,24.41,111396,10.769,37.8,344825,14.951,Stream 2 - R150
2177.61,6.00,945.00,944.95,4.00,315.00,315.05,990.00,374.94,250.00,374.94,250.0,100.0,0.0,0.00,0.00,0.00,28.67,32.64,78.00,382.52,384.59,385.18,387.25,389.74,393.42,397.73,404.47,411.00,411.56,409.28,407.71,403.49,400.24,,2025-02-08 03:51:19,7,Exp003_R150_#2674_1164,19.41,14525,68.0,24.41,111137,10.744,37.8,343078,14.876,Stream 2 - R150
2481.62,6.00,945.00,945.0,4.00,315.00,315.15,990.00,371.14,250.00,371.14,250.0,100.0,0.0,0.00,0.00,0.00,28.67,32.34,77.99,378.47,380.45,381.12,383.16,385.64,389.14,393.46,400.06,406.19,406.94,404.88,403.38,399.28,396.19,,2025-02-08 03:56:23,7,Exp003_R150_#2674_1166,19.41,14691,69.0,24.41,111346,10.765,37.84,330021,14.309,Stream 2 - R150
2785.62,6.00,945.00,945.02,4.00,315.00,315.22,990.00,367.34,250.00,367.34,250.0,100.0,0.0,0.00,0.00,0.00,28.68,32.92,77.99,374.53,376.44,377.15,379.15,381.54,384.98,389.17,395.54,401.50,402.37,400.36,398.97,394.94,391.87,,2025-02-08 04:01:27,7,Exp003_R150_#2674_1168,19.41,14717,69.0,24.41,112064,10.834,37.88,306548,13.292,Stream 2 - R150
3091.41,6.00,945.00,945.02,4.00,315.00,315.15,990.00,363.54,250.00,363.54,250.0,100.01,0.0,0.00,0.00,0.00,28.67,32.94,77.99,370.66,372.62,373.22,375.16,377.42,380.76,384.80,390.95,396.85,397.67,395.85,394.58,390.74,387.79,,2025-02-08 04:06:33,7,Exp003_R150_#2674_1169,19.41,14771,69.0,24.41,111354,10.765,37.88,309918,13.438,Stream 2 - R150
3393.61,6.00,945.00,944.96,4.00,315.00,314.99,990.00,359.74,250.00,359.74,250.0,100.0,0.0,0.00,0.00,0.00,28.66,32.79,77.99,366.74,368.65,369.15,371.11,373.40,376.68,380.39,386.34,392.14,393.03,391.27,390.08,386.39,383.57,,2025-02-08 04:11:35,7,Exp003_R150_#2674_1171,19.41,14850,69.0,24.39,111849,10.813,37.9,292874,12.699,Stream 2 - R150
3697.64,6.00,945.00,944.94,4.00,315.00,315.12,990.00,355.94,250.00,355.94,250.0,100.03,0.0,0.00,0.00,0.00,28.67,32.88,77.99,362.85,364.66,365.14,367.00,369.30,372.45,376.10,381.83,387.31,388.29,386.69,385.63,381.98,379.21,,2025-02-08 04:16:39,7,Exp003_R150_#2674_1173,19.42,15436,70.0,24.4,112196,10.847,37.95,272077,11.797,Stream 2 - R150
