RelativeTime,H2 Node,H2 Set-Point,H2 Actual Flow,N2 Node,N2 Set-Point,N2 Actual Flow,T Reactor (sliding TC),T Heater 1,SP Heater 1,,,Pressure setpoint,N2 poisoning set-point,N2 poisoning Actual flow,H2 Uncontrolled flow,N2 Uncontrolled flow,Inlet calc. flowrate,Outlet meas.flowrate,Pressure reading,T14,T13,T12,T11,T10,T9,T8,T7,T6,T5,T4,T3,T2,T1,,Date,Stage,File,RT (sec),Area,H2,RT (sec)       _1,Area           _2,N2,RT (sec)       _3,Area           _4,NH3,Sample name
289.6,6.00,945.00,945.11,4.00,315.00,315.09,990.00,398.15,250.00,398.15,250.0,100.0,0.0,0.00,0.00,0.00,28.67,32.38,79.31,403.42,404.85,406.34,407.76,409.35,413.00,416.58,422.76,427.88,429.95,428.17,426.48,422.00,419.24,,2025-03-22 15:29:25,119,Exp003_R150_#2674_15277,19.24,15872,71.0,21.8,187765,18.152,37.73,329130,14.271,Stream 2 - R150
595.31,6.00,945.00,945.01,4.00,315.00,314.96,990.00,393.0,250.00,393.0,250.0,100.01,0.0,0.00,0.00,0.00,28.66,32.47,79.31,399.54,400.95,402.38,403.81,405.30,408.96,412.44,418.40,423.44,425.56,423.84,422.32,417.73,415.03,,2025-03-22 15:34:30,119,Exp003_R150_#2674_15279,19.24,15841,71.0,21.8,188155,18.19,37.74,320267,13.886,Stream 2 - R150
897.58,6.00,945.00,945.12,4.00,315.00,315.21,990.00,387.93,250.00,387.93,250.0,100.0,0.0,0.00,0.00,0.00,28.68,32.67,79.31,394.89,396.18,397.60,399.07,400.44,403.96,407.42,413.21,418.23,420.37,418.73,417.25,412.88,410.21,,2025-03-22 15:39:33,119,Exp003_R150_#2674_15281,19.24,16331,72.0,21.8,188185,18.193,37.76,310325,13.455,Stream 2 - R150
1201.58,6.00,945.00,945.01,4.00,315.00,315.2,990.00,382.86,250.00,382.86,250.0,100.01,0.0,0.00,0.00,0.00,28.68,32.62,79.31,389.94,391.20,392.68,394.00,395.55,398.94,402.05,407.73,412.57,414.78,413.36,411.97,407.63,405.06,,2025-03-22 15:44:37,119,Exp003_R150_#2674_15282,19.24,16412,72.0,21.8,188858,18.258,37.78,298255,12.932,Stream 2 - R150
1505.56,6.00,945.00,945.12,4.00,315.00,315.13,990.00,377.79,250.00,377.79,250.0,99.99,0.0,0.00,0.00,0.00,28.67,32.51,79.31,384.84,386.12,387.53,388.86,390.19,393.56,396.75,402.22,406.96,409.10,407.78,406.53,402.30,399.76,,2025-03-22 15:49:41,119,Exp003_R150_#2674_15284,19.24,16484,73.0,21.8,188835,18.256,37.79,291676,12.647,Stream 2 - R150
1811.35,6.00,945.00,944.99,4.00,315.00,315.21,990.00,372.72,250.00,372.72,250.0,100.02,0.0,0.00,0.00,0.00,28.68,32.63,79.31,379.73,380.93,382.30,383.68,385.01,388.29,391.27,396.58,401.05,403.31,402.14,401.02,396.90,394.51,,2025-03-22 15:54:46,119,Exp003_R150_#2674_15286,19.24,16567,73.0,21.8,190403,18.407,37.82,276854,12.004,Stream 2 - R150
2113.67,6.00,945.00,945.06,4.00,315.00,315.34,990.00,367.66,250.00,367.66,250.0,100.0,0.0,0.00,0.00,0.00,28.69,32.69,79.31,374.57,375.76,377.22,378.49,379.68,382.90,385.70,390.80,395.29,397.48,396.41,395.38,391.42,389.04,,2025-03-22 15:59:49,119,Exp003_R150_#2674_15287,19.24,16712,73.0,21.8,190369,18.404,37.84,264592,11.472,Stream 2 - R150
2417.55,6.00,945.00,944.97,4.00,315.00,315.14,990.00,362.59,250.00,362.59,250.0,100.01,0.0,0.00,0.00,0.00,28.67,32.48,79.31,369.42,370.58,371.90,373.16,374.33,377.43,380.14,385.02,389.34,391.50,390.56,389.66,385.83,383.62,,2025-03-22 16:04:52,119,Exp003_R150_#2674_15289,19.25,16787,73.0,21.8,191111,18.476,37.87,249582,10.822,Stream 2 - R150
2721.58,6.00,945.00,945.1,4.00,315.00,314.99,990.00,357.52,250.00,357.52,250.0,100.0,0.0,0.00,0.00,0.00,28.66,32.52,79.31,364.14,365.38,366.61,367.85,368.96,371.94,374.48,379.18,383.22,385.50,384.73,383.95,380.11,378.01,,2025-03-22 16:09:57,119,Exp003_R150_#2674_15291,19.25,16748,73.0,21.8,190939,18.459,37.88,240638,10.434,Stream 2 - R150
3027.39,6.00,945.00,944.88,4.00,315.00,315.13,990.00,352.46,250.00,352.46,250.0,100.01,0.0,0.00,0.00,0.00,28.67,32.64,79.31,359.03,360.16,361.39,362.62,363.62,366.52,368.93,373.40,377.08,379.44,378.81,378.11,374.51,372.56,,2025-03-22 16:15:02,119,Exp003_R150_#2674_15292,19.25,16731,73.0,21.8,191708,18.534,37.89,232816,10.095,Stream 2 - R150
