Date      	File 	RT (sec)       	Area           	H2             	RT (sec)       _1	Area           _2	N2             	RT (sec)       _3	Area           _4	NH3            	Sample name
06.02.2025 22:04:23	Exp003_R150_#2674_569	19.51	11844	62	26.3	252773	24.437	37.84	322420	13.98	Stream 2 - R150
06.02.2025 22:07:23	Exp003_R150_#2674_570	19.55	13491	66	26.31	252669	24.427	37.85	322810	13.997	Stream 2 - R150
06.02.2025 22:10:23	Exp003_R150_#2674_571	19.55	13504	66	26.3	252746	24.435	37.85	322093	13.966	Stream 2 - R150
06.02.2025 22:13:23	Exp003_R150_#2674_572	19.52	12634	64	26.3	252844	24.444	37.85	321971	13.96	Stream 2 - R150
06.02.2025 22:16:23	Exp003_R150_#2674_573	19.55	13547	66	26.3	252804	24.44	37.86	321576	13.943	Stream 2 - R150
06.02.2025 22:19:23	Exp003_R150_#2674_574	19.55	13545	66	26.29	252828	24.442	37.86	321326	13.932	Stream 2 - R150
06.02.2025 22:22:24	Exp003_R150_#2674_575	19.55	13579	66	26.29	252857	24.445	37.86	321205	13.927	Stream 2 - R150
06.02.2025 22:25:24	Exp003_R150_#2674_576	19.55	13605	66	26.29	252895	24.449	37.87	321003	13.918	Stream 2 - R150
06.02.2025 22:28:24	Exp003_R150_#2674_577	19.55	13590	66	26.29	252985	24.458	37.87	319782	13.865	Stream 2 - R150
06.02.2025 22:31:24	Exp003_R150_#2674_578	19.55	13567	66	26.28	252865	24.446	37.87	321432	13.937	Stream 2 - R150
06.02.2025 22:34:24	Exp003_R150_#2674_579	19.55	13594	66	26.28	253095	24.468	37.87	319343	13.846	Stream 2 - R150
06.02.2025 22:37:24	Exp003_R150_#2674_580	19.47	10310	58	26.26	253165	24.475	37.87	319129	13.837	Stream 2 - R150
06.02.2025 22:40:24	Exp003_R150_#2674_581	19.51	11859	62	26.26	253124	24.471	37.87	318850	13.825	Stream 2 - R150
06.02.2025 22:43:24	Exp003_R150_#2674_582	19.47	10236	58	26.25	253151	24.474	37.87	318704	13.819	Stream 2 - R150
06.02.2025 22:46:24	Exp003_R150_#2674_583	19.47	10226	57	26.25	253268	24.485	37.87	318496	13.81	Stream 2 - R150
06.02.2025 22:49:24	Exp003_R150_#2674_584	19.46	10097	57	26.25	253203	24.479	37.88	318008	13.789	Stream 2 - R150
06.02.2025 22:52:24	Exp003_R150_#2674_585	19.47	10254	58	26.24	253274	24.486	37.88	317660	13.773	Stream 2 - R150
06.02.2025 22:55:25	Exp003_R150_#2674_586	19.47	10359	58	26.24	253206	24.479	37.88	317580	13.77	Stream 2 - R150
06.02.2025 22:58:24	Exp003_R150_#2674_587	19.47	10173	57	26.24	253266	24.485	37.88	317035	13.746	Stream 2 - R150
06.02.2025 23:01:25	Exp003_R150_#2674_588	19.51	11875	62	26.24	253275	24.486	37.89	316827	13.737	Stream 2 - R150
06.02.2025 23:04:25	Exp003_R150_#2674_589	19.45	9568	56	26.23	253362	24.494	37.88	316463	13.722	Stream 2 - R150
06.02.2025 23:07:25	Exp003_R150_#2674_590	19.51	11884	62	26.23	253395	24.497	37.89	315931	13.698	Stream 2 - R150
06.02.2025 23:10:25	Exp003_R150_#2674_591	19.47	10168	57	26.23	253468	24.504	37.89	315522	13.681	Stream 2 - R150
06.02.2025 23:13:25	Exp003_R150_#2674_592	19.51	11908	62	26.23	253505	24.508	37.89	314888	13.653	Stream 2 - R150
06.02.2025 23:16:25	Exp003_R150_#2674_593	19.51	11920	62	26.22	253597	24.517	37.89	314091	13.619	Stream 2 - R150
06.02.2025 23:19:26	Exp003_R150_#2674_594	19.51	11904	62	26.22	253595	24.517	37.9	313552	13.595	Stream 2 - R150
06.02.2025 23:22:25	Exp003_R150_#2674_595	19.51	11940	62	26.22	253675	24.524	37.9	313144	13.578	Stream 2 - R150
06.02.2025 23:25:25	Exp003_R150_#2674_596	19.51	11964	62	26.22	253601	24.517	37.9	313086	13.575	Stream 2 - R150
06.02.2025 23:28:26	Exp003_R150_#2674_597	19.51	11943	62	26.21	253694	24.526	37.9	313140	13.577	Stream 2 - R150
06.02.2025 23:31:26	Exp003_R150_#2674_598	19.51	11960	62	26.21	253776	24.534	37.91	312681	13.558	Stream 2 - R150
06.02.2025 23:34:26	Exp003_R150_#2674_599	19.51	12009	62	26.21	253663	24.523	37.91	313216	13.581	Stream 2 - R150
06.02.2025 23:37:26	Exp003_R150_#2674_600	19.51	12020	62	26.21	253799	24.536	37.91	311562	13.509	Stream 2 - R150
06.02.2025 23:40:26	Exp003_R150_#2674_601	19.51	11948	62	26.2	253786	24.535	37.91	311289	13.497	Stream 2 - R150
06.02.2025 23:43:26	Exp003_R150_#2674_602	19.51	12014	62	26.2	253900	24.546	37.91	310861	13.479	Stream 2 - R150
06.02.2025 23:46:26	Exp003_R150_#2674_603	19.51	12016	62	26.2	253883	24.544	37.91	310277	13.453	Stream 2 - R150
06.02.2025 23:49:26	Exp003_R150_#2674_604	19.51	12013	62	26.19	253951	24.551	37.92	309647	13.426	Stream 2 - R150
06.02.2025 23:52:27	Exp003_R150_#2674_605	19.51	11979	62	26.19	254006	24.556	37.87	309118	13.403	Stream 2 - R150
06.02.2025 23:55:26	Exp003_R150_#2674_606	19.51	12013	62	26.19	253974	24.553	37.87	309201	13.407	Stream 2 - R150
06.02.2025 23:58:27	Exp003_R150_#2674_607	19.51	12019	62	26.19	254045	24.56	37.87	308241	13.365	Stream 2 - R150
07.02.2025 00:01:27	Exp003_R150_#2674_608	19.54	12921	65	26.19	247473	23.925	37.73	379090	16.437	Stream 2 - R150
07.02.2025 00:04:27	Exp003_R150_#2674_609	19.51	11943	62	26.18	253330	24.491	37.86	310145	13.448	Stream 2 - R150
07.02.2025 00:07:27	Exp003_R150_#2674_610	19.51	11932	62	26.18	253492	24.507	37.86	307893	13.35	Stream 2 - R150
07.02.2025 00:10:27	Exp003_R150_#2674_611	19.51	11955	62	26.17	253590	24.516	37.87	306833	13.304	Stream 2 - R150
07.02.2025 00:13:27	Exp003_R150_#2674_612	19.51	11951	62	26.17	253894	24.546	37.87	305629	13.252	Stream 2 - R150
07.02.2025 00:16:27	Exp003_R150_#2674_613	19.51	11970	62	26.17	254033	24.559	37.87	305215	13.234	Stream 2 - R150
07.02.2025 00:19:27	Exp003_R150_#2674_614	19.47	10239	58	26.16	254118	24.567	37.87	304756	13.214	Stream 2 - R150
07.02.2025 00:22:27	Exp003_R150_#2674_615	19.51	11975	62	26.16	254144	24.57	37.88	304061	13.184	Stream 2 - R150
07.02.2025 00:25:27	Exp003_R150_#2674_616	19.47	10227	57	26.16	254130	24.568	37.88	303689	13.168	Stream 2 - R150
07.02.2025 00:28:28	Exp003_R150_#2674_617	19.51	11999	62	26.16	254224	24.577	37.88	303329	13.152	Stream 2 - R150
07.02.2025 00:31:28	Exp003_R150_#2674_618	19.51	11984	62	26.15	254235	24.579	37.88	302928	13.135	Stream 2 - R150
07.02.2025 00:34:28	Exp003_R150_#2674_619	19.45	9721	56	26.14	254339	24.589	37.88	302276	13.106	Stream 2 - R150
07.02.2025 00:37:28	Exp003_R150_#2674_620	19.51	12019	62	26.15	254329	24.588	37.89	301789	13.085	Stream 2 - R150
07.02.2025 00:40:28	Exp003_R150_#2674_621	19.51	12019	62	26.15	254344	24.589	37.89	301251	13.062	Stream 2 - R150
07.02.2025 00:43:28	Exp003_R150_#2674_622	19.45	9656	56	26.13	254403	24.595	37.89	300590	13.033	Stream 2 - R150
07.02.2025 00:46:28	Exp003_R150_#2674_623	19.41	8132	52	26.12	254491	24.603	37.89	300282	13.02	Stream 2 - R150
07.02.2025 00:49:29	Exp003_R150_#2674_624	19.45	9657	56	26.12	254500	24.604	37.89	299688	12.994	Stream 2 - R150
07.02.2025 00:52:29	Exp003_R150_#2674_625	19.41	8022	51	26.12	254525	24.607	37.89	299081	12.968	Stream 2 - R150
07.02.2025 00:55:28	Exp003_R150_#2674_626	19.41	8120	52	26.12	254657	24.619	37.9	298554	12.945	Stream 2 - R150
07.02.2025 00:58:29	Exp003_R150_#2674_627	19.41	8088	51	26.11	254640	24.618	37.9	297819	12.913	Stream 2 - R150
07.02.2025 01:01:29	Exp003_R150_#2674_628	19.45	9582	56	26.11	254807	24.634	37.9	297217	12.887	Stream 2 - R150
07.02.2025 01:04:29	Exp003_R150_#2674_629	19.41	8014	51	26.11	254820	24.635	37.9	296802	12.869	Stream 2 - R150
07.02.2025 01:07:29	Exp003_R150_#2674_630	19.45	9564	56	26.1	254862	24.639	37.9	296247	12.845	Stream 2 - R150
07.02.2025 01:10:29	Exp003_R150_#2674_631	19.45	9552	56	26.1	254829	24.636	37.9	295819	12.826	Stream 2 - R150
07.02.2025 01:13:29	Exp003_R150_#2674_632	19.45	9520	56	26.1	254742	24.628	37.9	297132	12.883	Stream 2 - R150
07.02.2025 01:16:29	Exp003_R150_#2674_633	19.45	9532	56	26.09	254963	24.649	37.9	294197	12.756	Stream 2 - R150
07.02.2025 01:19:29	Exp003_R150_#2674_634	19.45	9576	56	26.09	255001	24.653	37.9	293639	12.732	Stream 2 - R150
07.02.2025 01:22:30	Exp003_R150_#2674_635	19.4	7817	50	26.09	255028	24.655	37.9	293285	12.717	Stream 2 - R150
07.02.2025 01:25:29	Exp003_R150_#2674_636	19.4	7828	50	26.08	255139	24.666	37.91	292689	12.691	Stream 2 - R150
07.02.2025 01:28:30	Exp003_R150_#2674_637	19.4	7882	50	26.08	255118	24.664	37.92	292189	12.669	Stream 2 - R150
07.02.2025 01:31:30	Exp003_R150_#2674_638	19.39	7556	48	26.07	255220	24.674	37.91	291934	12.658	Stream 2 - R150
07.02.2025 01:34:30	Exp003_R150_#2674_639	19.45	9612	56	26.08	255199	24.672	37.92	291643	12.645	Stream 2 - R150
07.02.2025 01:37:30	Exp003_R150_#2674_640	19.45	9552	56	26.07	255225	24.674	37.92	290597	12.6	Stream 2 - R150
07.02.2025 01:40:30	Exp003_R150_#2674_641	19.45	9618	56	26.07	255249	24.677	37.92	290437	12.593	Stream 2 - R150
07.02.2025 01:43:30	Exp003_R150_#2674_642	19.45	9610	56	26.07	255309	24.682	37.92	289535	12.554	Stream 2 - R150
07.02.2025 01:46:30	Exp003_R150_#2674_643	19.45	9625	56	26.07	255301	24.682	37.92	289365	12.547	Stream 2 - R150
07.02.2025 01:49:30	Exp003_R150_#2674_644	19.45	9596	56	26.06	255472	24.698	37.92	288089	12.491	Stream 2 - R150
07.02.2025 01:52:30	Exp003_R150_#2674_645	19.45	9631	56	26.06	255427	24.694	37.92	287795	12.479	Stream 2 - R150
07.02.2025 01:55:31	Exp003_R150_#2674_646	19.4	7864	50	26.06	255621	24.712	37.93	287312	12.458	Stream 2 - R150
07.02.2025 01:58:31	Exp003_R150_#2674_647	19.4	7889	50	26.06	255608	24.711	37.93	286463	12.421	Stream 2 - R150
07.02.2025 02:01:31	Exp003_R150_#2674_648	19.4	7924	50	26.05	255680	24.718	37.94	285930	12.398	Stream 2 - R150
07.02.2025 02:04:31	Exp003_R150_#2674_649	19.45	9602	56	26.05	255622	24.713	37.94	285104	12.362	Stream 2 - R150
07.02.2025 02:07:31	Exp003_R150_#2674_650	19.4	7854	50	26.05	255607	24.711	37.93	284887	12.352	Stream 2 - R150
07.02.2025 02:10:31	Exp003_R150_#2674_651	19.45	9599	56	26.05	255651	24.715	37.94	284416	12.332	Stream 2 - R150
07.02.2025 02:13:31	Exp003_R150_#2674_652	19.4	7866	50	26.04	255454	24.696	37.93	285219	12.367	Stream 2 - R150
07.02.2025 02:16:31	Exp003_R150_#2674_653	19.4	7819	50	26.04	255684	24.719	37.93	284506	12.336	Stream 2 - R150
07.02.2025 02:19:31	Exp003_R150_#2674_654	19.4	7879	50	26.04	255663	24.717	37.93	284679	12.343	Stream 2 - R150
07.02.2025 02:22:32	Exp003_R150_#2674_655	19.4	7806	50	26.03	255817	24.731	37.93	283867	12.308	Stream 2 - R150
07.02.2025 02:25:32	Exp003_R150_#2674_656	19.4	7799	50	26.03	255694	24.72	37.93	283684	12.3	Stream 2 - R150
07.02.2025 02:28:32	Exp003_R150_#2674_657	19.35	6662	42	26.02	255763	24.726	37.93	283646	12.299	Stream 2 - R150
07.02.2025 02:31:32	Exp003_R150_#2674_658	19.4	7858	50	26.03	255792	24.729	37.94	283591	12.296	Stream 2 - R150
07.02.2025 02:34:32	Exp003_R150_#2674_659	19.4	7792	50	26.02	255734	24.723	37.94	283627	12.298	Stream 2 - R150
07.02.2025 02:37:32	Exp003_R150_#2674_660	19.4	7807	50	26.02	255732	24.723	37.94	283483	12.292	Stream 2 - R150
07.02.2025 02:40:32	Exp003_R150_#2674_661	19.4	7815	50	26.02	255757	24.726	37.94	283596	12.296	Stream 2 - R150
07.02.2025 02:43:32	Exp003_R150_#2674_662	19.4	7793	50	26.01	255748	24.725	37.94	283481	12.291	Stream 2 - R150
07.02.2025 02:46:32	Exp003_R150_#2674_663	19.4	7810	50	26.01	255868	24.736	37.94	283376	12.287	Stream 2 - R150
07.02.2025 02:49:32	Exp003_R150_#2674_664	19.4	7825	50	26.01	255749	24.725	37.94	283336	12.285	Stream 2 - R150
07.02.2025 02:52:33	Exp003_R150_#2674_665	19.4	7822	50	26.01	255873	24.737	37.94	283533	12.294	Stream 2 - R150
07.02.2025 02:55:33	Exp003_R150_#2674_666	19.4	7847	50	26	255747	24.725	37.94	283616	12.297	Stream 2 - R150
07.02.2025 02:58:33	Exp003_R150_#2674_667	19.4	7843	50	26	255814	24.731	37.94	283772	12.304	Stream 2 - R150
07.02.2025 03:01:33	Exp003_R150_#2674_668	19.4	7911	50	26	255633	24.714	37.95	283463	12.291	Stream 2 - R150
07.02.2025 03:04:33	Exp003_R150_#2674_669	19.4	7792	50	26	255827	24.732	37.95	283444	12.29	Stream 2 - R150
07.02.2025 03:07:33	Exp003_R150_#2674_670	19.4	7818	50	25.99	255754	24.725	37.95	283642	12.298	Stream 2 - R150
07.02.2025 03:10:33	Exp003_R150_#2674_671	19.4	7852	50	25.99	255713	24.721	37.95	283593	12.296	Stream 2 - R150
07.02.2025 03:13:33	Exp003_R150_#2674_672	19.4	7794	50	25.99	255632	24.714	37.94	283963	12.312	Stream 2 - R150
07.02.2025 03:16:33	Exp003_R150_#2674_673	19.4	7847	50	25.99	255716	24.722	37.95	283581	12.296	Stream 2 - R150
07.02.2025 03:19:33	Exp003_R150_#2674_674	19.4	7784	49	25.98	255790	24.729	37.94	283493	12.292	Stream 2 - R150
07.02.2025 03:22:34	Exp003_R150_#2674_675	19.4	7812	50	25.98	255751	24.725	37.94	283615	12.297	Stream 2 - R150
07.02.2025 03:25:34	Exp003_R150_#2674_676	19.4	7773	49	25.98	255713	24.721	37.94	283829	12.307	Stream 2 - R150
07.02.2025 03:28:34	Exp003_R150_#2674_677	19.4	7835	50	25.98	255687	24.719	37.95	283444	12.29	Stream 2 - R150
07.02.2025 03:31:34	Exp003_R150_#2674_678	19.4	7806	50	25.97	255740	24.724	37.95	283858	12.308	Stream 2 - R150
07.02.2025 03:34:34	Exp003_R150_#2674_679	19.4	7816	50	25.97	255712	24.721	37.95	283421	12.289	Stream 2 - R150
07.02.2025 03:37:34	Exp003_R150_#2674_680	19.4	7758	49	25.96	255670	24.717	37.95	283498	12.292	Stream 2 - R150
07.02.2025 03:40:34	Exp003_R150_#2674_681	19.4	7805	50	25.96	255665	24.717	37.95	283814	12.306	Stream 2 - R150
07.02.2025 03:43:34	Exp003_R150_#2674_682	19.4	7811	50	25.96	255622	24.713	37.95	284729	12.346	Stream 2 - R150
07.02.2025 03:46:35	Exp003_R150_#2674_683	19.4	7814	50	25.96	255688	24.719	37.95	283596	12.296	Stream 2 - R150
07.02.2025 03:49:35	Exp003_R150_#2674_684	19.4	7798	50	25.96	255628	24.713	37.95	283909	12.31	Stream 2 - R150
07.02.2025 03:52:35	Exp003_R150_#2674_685	19.4	7796	50	25.95	255677	24.718	37.95	283768	12.304	Stream 2 - R150
07.02.2025 03:55:35	Exp003_R150_#2674_686	19.4	7820	50	25.95	255694	24.72	37.95	283745	12.303	Stream 2 - R150
07.02.2025 03:58:35	Exp003_R150_#2674_687	19.4	7810	50	25.95	255633	24.714	37.95	283807	12.306	Stream 2 - R150
07.02.2025 04:01:35	Exp003_R150_#2674_688	19.4	7831	50	25.95	255622	24.713	37.96	283967	12.313	Stream 2 - R150
07.02.2025 04:04:35	Exp003_R150_#2674_689	19.4	7832	50	25.94	255633	24.714	37.96	283894	12.309	Stream 2 - R150
07.02.2025 04:07:36	Exp003_R150_#2674_690	19.4	7818	50	25.94	255618	24.712	37.96	283899	12.31	Stream 2 - R150
07.02.2025 04:10:35	Exp003_R150_#2674_691	19.34	6649	42	25.92	255777	24.728	37.96	283824	12.306	Stream 2 - R150
07.02.2025 04:13:35	Exp003_R150_#2674_692	19.34	6657	42	25.92	255669	24.717	37.96	284026	12.315	Stream 2 - R150
07.02.2025 04:16:36	Exp003_R150_#2674_693	19.34	6676	42	25.92	255669	24.717	37.96	283847	12.307	Stream 2 - R150
07.02.2025 04:19:35	Exp003_R150_#2674_694	19.34	6659	42	25.92	255682	24.718	37.96	283932	12.311	Stream 2 - R150
07.02.2025 04:22:36	Exp003_R150_#2674_695	19.35	6692	43	25.92	255752	24.725	37.96	284120	12.319	Stream 2 - R150
07.02.2025 04:25:36	Exp003_R150_#2674_696	19.29	6743	43	25.9	255764	24.726	37.95	284004	12.314	Stream 2 - R150
07.02.2025 04:28:36	Exp003_R150_#2674_697	19.34	6671	42	25.91	255597	24.71	37.96	284304	12.327	Stream 2 - R150
07.02.2025 04:31:36	Exp003_R150_#2674_698	19.34	6679	42	25.91	255623	24.713	37.96	284165	12.321	Stream 2 - R150
07.02.2025 04:34:36	Exp003_R150_#2674_699	19.34	6677	42	25.9	255582	24.709	37.97	284000	12.314	Stream 2 - R150
07.02.2025 04:37:36	Exp003_R150_#2674_700	19.34	6667	42	25.9	255579	24.708	37.91	284215	12.323	Stream 2 - R150
07.02.2025 04:40:37	Exp003_R150_#2674_701	19.34	6663	42	25.9	255626	24.713	37.91	284023	12.315	Stream 2 - R150
07.02.2025 04:43:37	Exp003_R150_#2674_702	19.34	6670	42	25.9	255713	24.721	37.92	284147	12.32	Stream 2 - R150
07.02.2025 04:46:36	Exp003_R150_#2674_703	19.34	6662	42	25.89	255653	24.716	37.91	284391	12.331	Stream 2 - R150
07.02.2025 04:49:36	Exp003_R150_#2674_704	19.34	6655	42	25.89	255601	24.711	37.92	284128	12.32	Stream 2 - R150
07.02.2025 04:52:37	Exp003_R150_#2674_705	19.34	6673	42	25.89	255619	24.712	37.92	284174	12.322	Stream 2 - R150
07.02.2025 04:55:37	Exp003_R150_#2674_706	19.34	6665	42	25.88	255585	24.709	37.92	284148	12.32	Stream 2 - R150
07.02.2025 04:58:37	Exp003_R150_#2674_707	19.34	6675	42	25.88	255576	24.708	37.92	284187	12.322	Stream 2 - R150
07.02.2025 05:01:37	Exp003_R150_#2674_708	19.34	6661	42	25.88	255496	24.7	37.91	284934	12.354	Stream 2 - R150
07.02.2025 05:04:37	Exp003_R150_#2674_709	19.34	6674	42	25.88	255617	24.712	37.92	284269	12.326	Stream 2 - R150
07.02.2025 05:07:37	Exp003_R150_#2674_710	19.34	6662	42	25.87	255415	24.693	37.92	284675	12.343	Stream 2 - R150
07.02.2025 05:10:37	Exp003_R150_#2674_711	19.34	6665	42	25.87	255519	24.703	37.92	284201	12.323	Stream 2 - R150
07.02.2025 05:13:37	Exp003_R150_#2674_712	19.34	6661	42	25.87	255528	24.704	37.92	284169	12.321	Stream 2 - R150
07.02.2025 05:16:37	Exp003_R150_#2674_713	19.34	6670	42	25.87	255486	24.699	37.92	284214	12.323	Stream 2 - R150
07.02.2025 05:19:38	Exp003_R150_#2674_714	19.34	6670	42	25.86	255505	24.701	37.92	284460	12.334	Stream 2 - R150
07.02.2025 05:22:38	Exp003_R150_#2674_715	19.34	6671	42	25.86	255480	24.699	37.92	284432	12.333	Stream 2 - R150
07.02.2025 05:25:38	Exp003_R150_#2674_716	19.34	6655	42	25.86	255455	24.696	37.92	284388	12.331	Stream 2 - R150
07.02.2025 05:28:38	Exp003_R150_#2674_717	19.34	6674	42	25.86	255480	24.699	37.92	284295	12.327	Stream 2 - R150
07.02.2025 05:31:38	Exp003_R150_#2674_718	19.34	6669	42	25.85	255441	24.695	37.92	284279	12.326	Stream 2 - R150
07.02.2025 05:34:38	Exp003_R150_#2674_719	19.34	6674	42	25.85	255454	24.696	37.92	284159	12.321	Stream 2 - R150
07.02.2025 05:37:38	Exp003_R150_#2674_720	19.34	6666	42	25.85	255385	24.69	37.92	284596	12.34	Stream 2 - R150
07.02.2025 05:40:39	Exp003_R150_#2674_721	19.34	6659	42	25.84	255390	24.69	37.92	284314	12.328	Stream 2 - R150
07.02.2025 05:43:39	Exp003_R150_#2674_722	19.34	6653	42	25.84	255396	24.691	37.92	284347	12.329	Stream 2 - R150
07.02.2025 05:46:39	Exp003_R150_#2674_723	19.34	6657	42	25.84	255353	24.687	37.92	284162	12.321	Stream 2 - R150
07.02.2025 05:49:39	Exp003_R150_#2674_724	19.34	6666	42	25.84	255365	24.688	37.92	284315	12.328	Stream 2 - R150
07.02.2025 05:52:39	Exp003_R150_#2674_725	19.34	6660	42	25.83	255380	24.689	37.92	284326	12.328	Stream 2 - R150
07.02.2025 05:55:39	Exp003_R150_#2674_726	19.34	6655	42	25.83	255284	24.68	37.92	284451	12.334	Stream 2 - R150
07.02.2025 05:58:39	Exp003_R150_#2674_727	19.34	6657	42	25.83	255377	24.689	37.92	284281	12.326	Stream 2 - R150
07.02.2025 06:01:39	Exp003_R150_#2674_728	19.34	6667	42	25.82	255424	24.694	37.92	284173	12.321	Stream 2 - R150
07.02.2025 06:04:39	Exp003_R150_#2674_729	19.34	6668	42	25.82	255303	24.682	37.92	284345	12.329	Stream 2 - R150
07.02.2025 06:07:39	Exp003_R150_#2674_730	19.34	6667	42	25.82	255343	24.686	37.93	284328	12.328	Stream 2 - R150
07.02.2025 06:10:39	Exp003_R150_#2674_731	19.34	6672	42	25.82	255078	24.66	37.93	287369	12.46	Stream 2 - R150
07.02.2025 06:13:39	Exp003_R150_#2674_732	19.34	6667	42	25.82	255259	24.678	37.93	284453	12.334	Stream 2 - R150
07.02.2025 06:16:39	Exp003_R150_#2674_733	19.34	6664	42	25.81	255239	24.676	37.93	284532	12.337	Stream 2 - R150
07.02.2025 06:19:40	Exp003_R150_#2674_734	19.34	6680	42	25.81	255406	24.692	37.93	284526	12.337	Stream 2 - R150
07.02.2025 06:22:40	Exp003_R150_#2674_735	19.34	6669	42	25.81	255204	24.672	37.93	284543	12.338	Stream 2 - R150
07.02.2025 06:25:40	Exp003_R150_#2674_736	19.34	6665	42	25.8	255221	24.674	37.93	284485	12.335	Stream 2 - R150
07.02.2025 06:28:40	Exp003_R150_#2674_737	19.34	6677	42	25.8	255237	24.675	37.93	284649	12.342	Stream 2 - R150
07.02.2025 06:31:40	Exp003_R150_#2674_738	19.34	6670	42	25.8	255217	24.674	37.93	284855	12.351	Stream 2 - R150
07.02.2025 06:34:40	Exp003_R150_#2674_739	19.34	6672	42	25.8	255110	24.663	37.93	284781	12.348	Stream 2 - R150
07.02.2025 06:37:40	Exp003_R150_#2674_740	19.34	6674	42	25.79	255222	24.674	37.94	284475	12.335	Stream 2 - R150
07.02.2025 06:40:40	Exp003_R150_#2674_741	19.34	6682	42	25.79	255202	24.672	37.94	284501	12.336	Stream 2 - R150
07.02.2025 06:43:40	Exp003_R150_#2674_742	19.34	6667	42	25.79	255118	24.664	37.94	284525	12.337	Stream 2 - R150
07.02.2025 06:46:41	Exp003_R150_#2674_743	19.34	6686	42	25.79	255009	24.653	37.94	285491	12.379	Stream 2 - R150
07.02.2025 06:49:41	Exp003_R150_#2674_744	19.34	6672	42	25.78	255134	24.665	37.94	284558	12.338	Stream 2 - R150
07.02.2025 06:52:41	Exp003_R150_#2674_745	19.29	6845	43	25.77	255091	24.661	37.93	284522	12.337	Stream 2 - R150
07.02.2025 06:55:41	Exp003_R150_#2674_746	19.34	6675	42	25.78	255203	24.672	37.94	284671	12.343	Stream 2 - R150
07.02.2025 06:58:41	Exp003_R150_#2674_747	19.34	6680	42	25.78	255143	24.666	37.94	284507	12.336	Stream 2 - R150
07.02.2025 07:01:41	Exp003_R150_#2674_748	19.34	6674	42	25.77	255152	24.667	37.94	284666	12.343	Stream 2 - R150
07.02.2025 07:04:42	Exp003_R150_#2674_749	19.34	6666	42	25.77	255014	24.654	37.94	284838	12.35	Stream 2 - R150
07.02.2025 07:07:41	Exp003_R150_#2674_750	19.34	6667	42	25.77	255080	24.66	37.94	284703	12.344	Stream 2 - R150
07.02.2025 07:10:41	Exp003_R150_#2674_751	19.34	6677	42	25.76	255047	24.657	37.95	284923	12.354	Stream 2 - R150
07.02.2025 07:13:41	Exp003_R150_#2674_752	19.34	6674	42	25.76	255080	24.66	37.95	284679	12.343	Stream 2 - R150
07.02.2025 07:16:42	Exp003_R150_#2674_753	19.34	6667	42	25.76	255007	24.653	37.95	284793	12.348	Stream 2 - R150
07.02.2025 07:19:42	Exp003_R150_#2674_754	19.34	6671	42	25.76	254952	24.648	37.95	284889	12.353	Stream 2 - R150
07.02.2025 07:22:42	Exp003_R150_#2674_755	19.34	6668	42	25.75	254945	24.647	37.95	284795	12.348	Stream 2 - R150
07.02.2025 07:25:42	Exp003_R150_#2674_756	19.34	6685	42	25.75	254938	24.647	37.95	285235	12.368	Stream 2 - R150
07.02.2025 07:28:42	Exp003_R150_#2674_757	19.34	6668	42	25.75	254914	24.644	37.95	285200	12.366	Stream 2 - R150
07.02.2025 07:31:42	Exp003_R150_#2674_758	19.34	6672	42	25.74	254921	24.645	37.95	284907	12.353	Stream 2 - R150
07.02.2025 07:34:42	Exp003_R150_#2674_759	19.34	6671	42	25.74	254913	24.644	37.95	285207	12.366	Stream 2 - R150
07.02.2025 07:37:42	Exp003_R150_#2674_760	19.34	6685	42	25.74	254944	24.647	37.95	284824	12.35	Stream 2 - R150
07.02.2025 07:40:43	Exp003_R150_#2674_761	19.29	6907	44	25.72	254879	24.641	37.95	284920	12.354	Stream 2 - R150
07.02.2025 07:43:43	Exp003_R150_#2674_762	19.29	6896	44	25.72	254880	24.641	37.96	284839	12.35	Stream 2 - R150
07.02.2025 07:46:43	Exp003_R150_#2674_763	19.29	6899	44	25.72	254837	24.637	37.96	284915	12.354	Stream 2 - R150
07.02.2025 07:49:43	Exp003_R150_#2674_764	19.29	6915	44	25.71	254847	24.638	37.96	284798	12.349	Stream 2 - R150
07.02.2025 07:52:43	Exp003_R150_#2674_765	19.29	6896	44	25.71	254722	24.626	37.96	285076	12.361	Stream 2 - R150
07.02.2025 07:55:43	Exp003_R150_#2674_766	19.29	6903	44	25.71	254899	24.643	37.96	284717	12.345	Stream 2 - R150
07.02.2025 07:58:43	Exp003_R150_#2674_767	19.29	6900	44	25.71	254843	24.637	37.96	284883	12.352	Stream 2 - R150
07.02.2025 08:01:43	Exp003_R150_#2674_768	19.29	6900	44	25.7	254845	24.638	37.96	284751	12.347	Stream 2 - R150
07.02.2025 08:04:43	Exp003_R150_#2674_769	19.29	6902	44	25.7	254755	24.629	37.96	284839	12.35	Stream 2 - R150
07.02.2025 08:07:44	Exp003_R150_#2674_770	19.29	6907	44	25.7	254757	24.629	37.96	284831	12.35	Stream 2 - R150
07.02.2025 08:10:44	Exp003_R150_#2674_771	19.29	6905	44	25.7	254682	24.622	37.96	284918	12.354	Stream 2 - R150
07.02.2025 08:13:43	Exp003_R150_#2674_772	19.5	13980	67	25.69	254688	24.622	37.97	285160	12.364	Stream 2 - R150
