RelativeTime,H2 Node,H2 Set-Point,H2 Actual Flow,N2 Node,N2 Set-Point,N2 Actual Flow,T Reactor (sliding TC),T Heater 1,SP Heater 1,,,Pressure setpoint,N2 poisoning set-point,N2 poisoning Actual flow,H2 Uncontrolled flow,N2 Uncontrolled flow,Inlet calc. flowrate,Outlet meas.flowrate,Pressure reading,T14,T13,T12,T11,T10,T9,T8,T7,T6,T5,T4,T3,T2,T1,,Date,Stage,File,RT (sec),Area,H2,RT (sec)       _1,Area           _2,N2,RT (sec)       _3,Area           _4,NH3,Sample name
121.68,6.00,945.00,945.19,4.00,315.00,315.05,990.00,449.62,350.00,449.62,350.0,100.0,0.0,0.00,0.00,0.00,28.67,32.20,77.65,454.86,457.29,457.69,459.86,462.60,466.76,471.79,479.27,486.01,484.68,480.38,477.76,473.33,470.21,,2025-02-10 08:17:43,16,Exp003_R150_#2674_2213,19.26,15805,71.0,0.0,0,0.0,37.81,351103,15.223,Stream 2 - R150
425.55,6.00,945.00,945.08,4.00,315.00,314.93,990.00,445.82,350.00,445.82,350.0,100.02,0.0,0.00,0.00,0.00,28.66,32.60,77.64,452.20,454.71,455.10,457.32,459.94,464.12,469.18,476.66,483.48,482.10,477.84,475.22,470.79,467.62,,2025-02-10 08:22:47,16,Exp003_R150_#2674_2214,19.26,15727,71.0,0.0,0,0.0,37.78,364376,15.799,Stream 2 - R150
731.17,6.00,945.00,945.07,4.00,315.00,315.05,990.00,440.72,350.00,440.72,350.0,100.0,0.0,0.00,0.00,0.00,28.67,32.25,77.64,448.21,450.79,451.13,453.28,455.98,460.28,465.15,472.71,479.73,478.38,474.16,471.57,467.05,463.84,,2025-02-10 08:27:53,16,Exp003_R150_#2674_2216,19.26,15566,71.0,0.0,0,0.0,37.77,368973,15.998,Stream 2 - R150
1033.54,6.00,945.00,944.88,4.00,315.00,315.27,990.00,435.64,350.00,435.64,350.0,100.01,0.0,0.00,0.00,0.00,28.68,33.15,77.64,443.24,445.19,446.02,448.06,451.27,455.10,460.47,468.08,474.53,474.03,469.86,467.21,462.60,459.44,,2025-02-10 08:32:55,16,Exp003_R150_#2674_2218,19.26,15584,71.0,0.0,0,0.0,37.76,375792,16.294,Stream 2 - R150
1337.53,6.00,945.00,945.07,4.00,315.00,314.97,990.00,430.57,350.00,430.57,350.0,100.0,0.0,0.00,0.00,0.00,28.66,32.58,77.64,438.56,440.83,441.32,443.52,446.37,450.56,455.65,463.30,470.26,469.43,465.53,462.92,458.33,455.03,,2025-02-10 08:37:59,16,Exp003_R150_#2674_2219,19.26,15545,71.0,0.0,0,0.0,37.75,375013,16.26,Stream 2 - R150
1641.65,6.00,945.00,945.07,4.00,315.00,314.97,990.00,425.51,350.00,425.51,350.0,99.99,0.0,0.00,0.00,0.00,28.66,32.30,77.63,433.62,436.09,436.61,438.83,441.58,445.84,450.91,458.53,465.73,464.85,460.99,458.47,453.93,450.51,,2025-02-10 08:43:03,16,Exp003_R150_#2674_2221,19.26,15514,70.0,0.0,0,0.0,37.75,378831,16.426,Stream 2 - R150
1947.39,6.00,945.00,944.91,4.00,315.00,314.87,990.00,420.44,350.00,420.44,350.0,100.01,0.0,0.00,0.00,0.00,28.65,32.75,77.64,429.04,431.81,432.11,434.42,436.90,441.47,446.07,453.80,461.18,460.18,456.59,454.07,449.65,446.17,,2025-02-10 08:48:09,16,Exp003_R150_#2674_2223,19.26,15614,71.0,0.0,0,0.0,37.77,373324,16.187,Stream 2 - R150
2249.64,6.00,945.00,944.99,4.00,315.00,315.26,990.00,415.37,350.00,415.37,350.0,100.02,0.0,0.00,0.00,0.00,28.68,32.98,77.64,423.64,426.04,426.66,428.82,431.76,435.81,441.08,448.68,455.61,455.25,451.81,449.45,444.68,441.25,,2025-02-10 08:53:11,16,Exp003_R150_#2674_2224,19.26,15499,70.0,0.0,0,0.0,37.76,379704,16.464,Stream 2 - R150
2553.63,6.00,945.00,944.99,4.00,315.00,315.09,990.00,410.3,350.00,410.3,350.0,100.0,0.0,0.00,0.00,0.00,28.67,32.78,77.64,418.42,420.28,421.23,423.27,426.57,430.38,435.81,443.44,449.78,450.19,446.74,444.45,439.82,436.48,,2025-02-10 08:58:15,16,Exp003_R150_#2674_2226,19.27,14965,69.0,0.0,0,0.0,37.78,375267,16.271,Stream 2 - R150
2857.63,6.00,945.00,944.97,4.00,315.00,315.24,990.00,405.24,350.00,405.24,350.0,100.0,0.0,0.00,0.00,0.00,28.68,32.72,77.64,413.60,416.08,416.64,418.85,421.60,425.86,430.56,438.06,445.27,444.95,441.82,439.61,435.17,431.67,,2025-02-10 09:03:19,16,Exp003_R150_#2674_2228,19.27,15558,71.0,0.0,0,0.0,37.75,367988,15.956,Stream 2 - R150
3163.37,6.00,945.00,945.03,4.00,315.00,315.23,990.00,400.18,350.00,400.18,350.0,100.01,0.0,0.00,0.00,0.00,28.68,32.94,77.64,408.54,410.96,411.52,413.73,416.49,420.53,425.31,432.72,439.75,439.68,436.74,434.65,430.22,426.74,,2025-02-10 09:08:25,16,Exp003_R150_#2674_2229,19.27,15069,70.0,0.0,0,0.0,37.77,368656,15.985,Stream 2 - R150
3465.61,6.00,945.00,944.92,4.00,315.00,315.21,990.00,395.1,350.00,395.1,350.0,100.01,0.0,0.00,0.00,0.00,28.68,33.13,77.64,403.37,405.50,406.23,408.38,411.21,415.06,419.97,427.28,433.77,434.21,431.44,429.49,425.05,421.68,,2025-02-10 09:13:27,16,Exp003_R150_#2674_2231,19.27,15491,70.0,0.0,0,0.0,37.8,349611,15.159,Stream 2 - R150
3769.63,6.00,945.00,945.04,4.00,315.00,315.05,990.00,390.04,350.00,390.04,350.0,99.99,0.0,0.00,0.00,0.00,28.67,32.42,77.64,398.16,400.22,401.07,403.19,405.98,409.83,414.48,421.65,428.07,428.63,425.98,424.13,419.77,416.46,,2025-02-10 09:18:31,16,Exp003_R150_#2674_2233,19.27,15213,70.0,0.0,0,0.0,37.78,346376,15.019,Stream 2 - R150
4073.6,6.00,945.00,944.94,4.00,315.00,315.24,990.00,384.97,350.00,384.97,350.0,100.01,0.0,0.00,0.00,0.00,28.68,32.42,77.64,392.93,394.80,395.80,397.95,400.78,404.40,409.07,416.01,422.12,422.98,420.49,418.74,414.54,411.31,,2025-02-10 09:23:35,16,Exp003_R150_#2674_2234,19.27,15554,71.0,0.0,0,0.0,37.81,341979,14.828,Stream 2 - R150
4379.41,6.00,945.00,945.01,4.00,315.00,315.07,990.00,379.91,350.00,379.91,350.0,100.01,0.0,0.00,0.00,0.00,28.67,33.10,77.64,387.71,389.55,390.54,392.62,395.50,399.07,403.48,410.21,416.22,417.11,414.91,413.28,409.07,405.89,,2025-02-10 09:28:41,16,Exp003_R150_#2674_2236,19.27,15620,71.0,0.0,0,0.0,37.86,329142,14.271,Stream 2 - R150
4681.65,6.00,945.00,944.99,4.00,315.00,315.28,990.00,374.84,350.00,374.84,350.0,100.02,0.0,0.00,0.00,0.00,28.68,33.09,77.64,382.61,384.67,385.49,387.53,390.23,393.79,397.76,404.29,410.45,411.13,409.08,407.59,403.65,400.55,,2025-02-10 09:33:43,16,Exp003_R150_#2674_2238,19.27,15623,71.0,0.0,0,0.0,37.86,312196,13.537,Stream 2 - R150
4985.58,6.00,945.00,945.01,4.00,315.00,315.09,990.00,369.77,350.00,369.77,350.0,100.02,0.0,0.00,0.00,0.00,28.67,32.67,77.64,377.48,379.25,380.09,382.09,384.85,388.16,392.16,398.46,404.05,405.16,403.26,401.92,398.02,395.09,,2025-02-10 09:38:47,16,Exp003_R150_#2674_2240,19.27,16189,72.0,0.0,0,0.0,37.92,296081,12.838,Stream 2 - R150
5289.66,6.00,945.00,944.93,4.00,315.00,314.91,990.00,364.7,350.00,364.7,350.0,100.0,0.0,0.00,0.00,0.00,28.65,32.34,77.64,372.32,374.30,375.02,376.96,379.46,382.85,386.42,392.46,398.14,399.03,397.35,396.11,392.43,389.50,,2025-02-10 09:43:51,16,Exp003_R150_#2674_2241,19.27,15970,71.0,0.0,0,0.0,37.9,287007,12.444,Stream 2 - R150
5595.32,6.00,945.00,945.01,4.00,315.00,315.05,990.00,359.64,350.00,359.64,350.0,100.0,0.0,0.00,0.00,0.00,28.67,32.87,77.64,367.22,369.06,369.71,371.65,374.04,377.20,380.73,386.53,391.83,392.93,391.32,390.30,386.57,383.84,,2025-02-10 09:48:57,16,Exp003_R150_#2674_2243,19.27,16414,72.0,0.0,0,0.0,37.95,269036,11.665,Stream 2 - R150
5897.63,6.00,945.00,945.07,4.00,315.00,315.11,990.00,354.57,350.00,354.57,350.0,99.99,0.0,0.00,0.00,0.00,28.67,32.61,77.64,362.28,364.45,364.75,366.65,368.55,371.84,374.83,380.40,386.06,386.65,385.23,384.31,380.85,378.21,,2025-02-10 09:53:59,16,Exp003_R150_#2674_2245,19.27,16137,72.0,0.0,0,0.0,38.01,247566,10.734,Stream 2 - R150
