RelativeTime,H2 Node,H2 Set-Point,H2 Actual Flow,N2 Node,N2 Set-Point,N2 Actual Flow,T Reactor (sliding TC),T Heater 1,SP Heater 1,,,Pressure setpoint,N2 poisoning set-point,N2 poisoning Actual flow,H2 Uncontrolled flow,N2 Uncontrolled flow,Inlet calc. flowrate,Outlet meas.flowrate,Pressure reading,T14,T13,T12,T11,T10,T9,T8,T7,T6,T5,T4,T3,T2,T1,,Date,Stage,File,RT (sec),Area,H2,RT (sec)       _1,Area           _2,N2,RT (sec)       _3,Area           _4,NH3,Sample name
65.57,6.00,945.00,944.99,4.00,112.60,112.91,990.00,400.16,400.00,400.16,400.0,100.05,202.4,202.42,1.30,0.00,28.69,32.29,77.23,398.16,400.18,399.92,401.21,402.82,405.45,407.62,411.91,416.56,417.38,416.55,416.07,413.09,410.64,,2025-02-12 23:40:40,26,Exp003_R150_#2674_3479,19.24,17122,74.0,0.0,0,0.0,37.96,206109,8.937,Stream 2 - R150
369.64,6.00,945.00,945.03,4.00,112.60,113.04,990.00,400.12,400.00,400.12,400.0,100.0,202.4,202.39,1.29,0.00,28.69,31.93,77.23,401.60,403.72,403.43,404.78,406.46,409.27,411.80,416.33,421.13,421.78,420.77,420.18,417.00,414.45,,2025-02-12 23:45:44,26,Exp003_R150_#2674_3481,19.24,17037,74.0,0.0,0,0.0,37.92,224525,9.735,Stream 2 - R150
673.57,6.00,945.00,945.0,4.00,112.60,112.88,990.00,400.01,400.00,400.01,400.0,100.01,202.4,202.40,1.28,0.00,28.68,32.26,77.23,403.09,405.26,404.94,406.36,408.13,411.09,413.74,418.46,423.35,423.89,422.86,422.07,418.81,416.13,,2025-02-12 23:50:48,26,Exp003_R150_#2674_3483,19.23,16912,73.0,0.0,0,0.0,37.9,236530,10.256,Stream 2 - R150
979.4,6.00,945.00,944.98,4.00,112.60,113.0,990.00,400.01,400.00,400.01,400.0,100.01,202.4,202.39,1.26,0.00,28.69,32.09,77.23,403.73,405.92,405.72,407.19,409.00,411.98,414.74,419.67,424.75,425.22,424.01,423.08,419.80,417.10,,2025-02-12 23:55:54,26,Exp003_R150_#2674_3484,19.24,16974,74.0,0.0,0,0.0,37.89,237458,10.296,Stream 2 - R150
1281.65,6.00,945.00,945.05,4.00,112.60,112.94,990.00,400.01,400.00,400.01,400.0,100.01,202.4,202.40,1.26,0.00,28.69,32.38,77.23,404.05,406.26,406.06,407.49,409.49,412.56,415.36,420.39,425.70,426.15,424.70,423.76,420.40,417.68,,2025-02-13 00:00:56,26,Exp003_R150_#2674_3486,19.23,16465,72.0,0.0,0,0.0,37.87,249942,10.837,Stream 2 - R150
1585.64,6.00,945.00,945.0,4.00,112.60,112.91,990.00,400.0,400.00,400.0,400.0,100.01,202.4,202.40,1.24,0.00,28.69,32.21,77.23,404.20,406.38,406.30,407.91,409.81,412.98,415.90,421.10,426.32,426.78,425.30,424.24,420.84,418.08,,2025-02-13 00:06:00,26,Exp003_R150_#2674_3488,19.24,16961,74.0,0.0,0,0.0,37.88,248715,10.784,Stream 2 - R150
1889.55,6.00,945.00,945.06,4.00,112.60,112.99,990.00,400.0,400.00,400.0,400.0,100.02,202.4,202.41,1.24,0.00,28.69,32.25,77.23,404.29,406.53,406.38,407.96,409.95,413.13,416.19,421.45,426.85,427.27,425.71,424.65,421.19,418.42,,2025-02-13 00:11:04,26,Exp003_R150_#2674_3489,19.24,16328,72.0,0.0,0,0.0,37.86,259593,11.256,Stream 2 - R150
2195.42,6.00,945.00,944.95,4.00,112.60,112.88,990.00,400.0,400.00,400.0,400.0,100.01,202.4,202.40,1.23,0.00,28.68,32.06,77.23,404.31,406.57,406.49,408.05,410.14,413.40,416.34,421.73,427.32,427.73,426.13,424.99,421.47,418.61,,2025-02-13 00:16:10,26,Exp003_R150_#2674_3491,19.23,16662,73.0,0.0,0,0.0,37.85,265307,11.503,Stream 2 - R150
2497.6,6.00,945.00,944.88,4.00,112.60,113.13,990.00,400.0,400.00,400.0,400.0,100.02,202.4,202.41,1.22,0.00,28.70,32.73,77.23,404.31,406.62,406.56,408.15,410.26,413.53,416.65,422.08,427.64,428.08,426.51,425.37,421.69,418.81,,2025-02-13 00:21:12,26,Exp003_R150_#2674_3493,19.24,16437,72.0,0.0,0,0.0,37.84,269870,11.701,Stream 2 - R150
2801.63,6.00,945.00,945.07,4.00,112.60,112.93,990.00,400.0,400.00,400.0,400.0,100.0,202.4,202.40,1.21,0.00,28.69,32.36,77.21,404.37,406.61,406.70,408.28,410.46,413.67,416.90,422.38,427.96,428.37,426.75,425.56,421.91,419.10,,2025-02-13 00:26:16,26,Exp003_R150_#2674_3494,19.24,16802,73.0,0.0,0,0.0,37.85,265523,11.513,Stream 2 - R150
