RelativeTime,H2 Node,H2 Set-Point,H2 Actual Flow,N2 Node,N2 Set-Point,N2 Actual Flow,T Reactor (sliding TC),T Heater 1,SP Heater 1,,,Pressure setpoint,N2 poisoning set-point,N2 poisoning Actual flow,H2 Uncontrolled flow,N2 Uncontrolled flow,Inlet calc. flowrate,Outlet meas.flowrate,Pressure reading,T14,T13,T12,T11,T10,T9,T8,T7,T6,T5,T4,T3,T2,T1,,Date,Stage,File,RT (sec),Area,H2,RT (sec)       _1,Area           _2,N2,RT (sec)       _3,Area           _4,NH3,Sample name
281.53,6.00,945.00,943.92,4.00,315.00,305.81,990.00,401.77,450.00,401.77,450.0,99.99,0.0,0.00,0.00,0.00,27.97,34.03,79.94,405.83,407.36,408.92,410.47,412.05,415.78,419.17,425.44,430.35,432.72,431.06,429.39,424.60,421.93,,2025-03-25 15:56:36,131,Exp003_R150_#2674_16726,18.4,16039,72.0,21.73,238695,23.076,37.78,322329,13.976,Stream 2 - R150
585.53,6.00,945.00,945.05,4.00,315.00,315.06,990.00,406.8,450.00,406.8,450.0,100.0,0.0,0.00,0.00,0.00,28.67,32.45,79.10,409.72,411.29,412.95,414.58,416.14,420.00,423.57,430.05,435.00,437.37,435.73,434.01,429.09,426.35,,2025-03-25 16:01:40,131,Exp003_R150_#2674_16727,18.4,16012,71.0,21.73,239015,23.107,37.75,335513,14.548,Stream 2 - R150
889.61,6.00,945.00,945.04,4.00,315.00,315.09,990.00,411.89,450.00,411.89,450.0,100.01,0.0,0.00,0.00,0.00,28.67,32.59,79.10,414.68,416.27,417.71,419.33,421.05,424.99,428.60,435.23,440.32,442.72,440.72,438.90,433.97,431.14,,2025-03-25 16:06:45,131,Exp003_R150_#2674_16729,18.4,16025,71.0,21.73,237267,22.938,37.75,338731,14.687,Stream 2 - R150
1195.34,6.00,945.00,944.99,4.00,315.00,315.22,990.00,416.96,450.00,416.96,450.0,100.01,0.0,0.00,0.00,0.00,28.68,32.76,79.10,419.81,421.37,422.81,424.46,426.20,430.12,433.96,440.69,445.74,448.03,445.95,444.06,438.99,436.17,,2025-03-25 16:11:50,131,Exp003_R150_#2674_16731,18.4,15985,71.0,21.73,238515,23.059,37.74,339636,14.726,Stream 2 - R150
1497.62,6.00,945.00,944.94,4.00,315.00,315.21,990.00,422.02,450.00,422.02,450.0,100.01,0.0,0.00,0.00,0.00,28.68,32.47,79.10,425.00,426.59,427.97,429.67,431.38,435.39,439.33,446.09,451.17,453.44,451.02,449.04,444.09,441.23,,2025-03-25 16:16:53,131,Exp003_R150_#2674_16732,18.4,15918,71.0,21.73,236821,22.895,37.73,347531,15.069,Stream 2 - R150
1801.63,6.00,945.00,945.03,4.00,315.00,315.29,990.00,427.1,450.00,427.1,450.0,100.01,0.0,0.00,0.00,0.00,28.68,32.72,79.10,430.28,431.87,433.11,434.84,436.56,440.63,444.60,451.38,456.47,458.60,456.15,454.09,449.05,446.27,,2025-03-25 16:21:57,131,Exp003_R150_#2674_16734,18.4,15783,71.0,21.72,238501,23.057,37.72,346125,15.008,Stream 2 - R150
2105.58,6.00,945.00,945.08,4.00,315.00,315.42,990.00,432.16,450.00,432.16,450.0,100.0,0.0,0.00,0.00,0.00,28.69,32.73,79.10,435.51,436.96,438.41,440.05,441.77,445.81,449.88,456.74,461.83,463.84,461.12,458.99,453.96,451.15,,2025-03-25 16:27:01,131,Exp003_R150_#2674_16736,18.4,16082,72.0,21.72,236596,22.873,37.69,357523,15.502,Stream 2 - R150
2411.23,6.00,945.00,944.98,4.00,315.00,315.33,990.00,437.23,450.00,437.23,450.0,100.01,0.0,0.00,0.00,0.00,28.69,32.81,79.10,440.60,442.17,443.53,445.14,446.96,451.02,455.01,461.87,466.88,468.84,466.02,463.85,458.75,455.98,,2025-03-25 16:32:06,131,Exp003_R150_#2674_16737,19.22,16141,72.0,21.72,237937,23.003,37.69,355319,15.406,Stream 2 - R150
2713.67,6.00,945.00,944.97,4.00,315.00,315.34,990.00,442.3,450.00,442.3,450.0,100.01,0.0,0.00,0.00,0.00,28.69,32.65,79.09,445.78,447.32,448.55,450.26,452.14,456.21,460.13,466.94,472.00,473.79,470.80,468.48,463.46,460.81,,2025-03-25 16:37:09,131,Exp003_R150_#2674_16739,19.22,16017,71.0,21.71,236903,22.903,37.71,349157,15.139,Stream 2 - R150
