RelativeTime,H2 Node,H2 Set-Point,H2 Actual Flow,N2 Node,N2 Set-Point,N2 Actual Flow,T Reactor (sliding TC),T Heater 1,SP Heater 1,,,Pressure setpoint,N2 poisoning set-point,N2 poisoning Actual flow,H2 Uncontrolled flow,N2 Uncontrolled flow,Inlet calc. flowrate,Outlet meas.flowrate,Pressure reading,T14,T13,T12,T11,T10,T9,T8,T7,T6,T5,T4,T3,T2,T1,,Date,Stage,File,RT (sec),Area,H2,RT (sec)       _1,Area           _2,N2,RT (sec)       _3,Area           _4,NH3,Sample name
267.33,6.00,945.00,944.98,4.00,315.00,314.99,990.00,398.36,250.00,398.36,250.0,99.97,0.0,0.00,0.00,0.00,28.66,30.76,77.73,404.20,405.45,406.04,407.65,410.04,412.62,417.03,423.21,428.50,430.08,427.79,426.01,422.04,418.78,,2025-04-18 18:42:49,200,Exp003_R150_#2674_27194,18.4,16611,73.0,21.44,175046,16.923,37.74,321857,13.955,Stream 2 - R150
569.59,6.00,945.00,945.1,4.00,315.00,314.9,990.00,393.41,250.00,393.41,250.0,99.99,0.0,0.00,0.00,0.00,28.66,30.49,77.73,400.48,401.68,402.18,403.83,406.24,408.75,412.95,418.96,424.04,425.77,423.62,421.87,417.98,414.71,,2025-04-18 18:47:51,200,Exp003_R150_#2674_27196,18.4,16587,73.0,21.44,175403,16.957,37.74,317862,13.782,Stream 2 - R150
873.61,6.00,945.00,944.93,4.00,315.00,314.96,990.00,388.33,250.00,388.33,250.0,99.97,0.0,0.00,0.00,0.00,28.66,31.12,77.73,395.89,397.08,397.48,399.04,401.44,403.85,407.91,413.78,418.95,420.72,418.55,416.84,413.01,409.78,,2025-04-18 18:52:55,200,Exp003_R150_#2674_27199,18.4,16905,73.0,21.44,175948,17.01,37.76,308498,13.376,Stream 2 - R150
1177.56,6.00,945.00,945.22,4.00,315.00,315.04,990.00,383.26,250.00,383.26,250.0,99.97,0.0,0.00,0.00,0.00,28.67,30.12,77.74,390.88,392.07,392.52,394.01,396.33,398.72,402.66,408.33,413.25,415.13,413.12,411.52,407.84,404.67,,2025-04-18 18:57:59,200,Exp003_R150_#2674_27201,18.4,16938,74.0,21.43,176182,17.033,37.77,301280,13.063,Stream 2 - R150
1483.35,6.00,945.00,944.97,4.00,315.00,315.0,990.00,378.2,250.00,378.2,250.0,99.83,0.0,0.00,0.00,0.00,28.66,30.85,77.65,385.78,386.96,387.41,388.83,391.16,393.39,397.21,402.72,407.57,409.38,407.49,406.03,402.52,399.43,,2025-04-18 19:03:05,200,Exp003_R150_#2674_27203,18.39,16963,74.0,21.43,176429,17.057,37.78,293120,12.709,Stream 2 - R150
1785.58,6.00,945.00,945.09,4.00,315.00,314.93,990.00,373.13,250.00,373.13,250.0,99.9,0.0,0.00,0.00,0.00,28.66,30.74,77.69,380.58,381.81,382.15,383.61,385.84,387.99,391.75,397.06,401.64,403.60,401.90,400.51,397.03,394.09,,2025-04-18 19:08:07,200,Exp003_R150_#2674_27206,18.39,17248,74.0,21.43,177246,17.136,37.8,279897,12.136,Stream 2 - R150
2089.58,6.00,945.00,945.06,4.00,315.00,314.92,990.00,368.06,250.00,368.06,250.0,99.97,0.0,0.00,0.00,0.00,28.66,30.80,77.74,375.50,376.65,376.91,378.38,380.49,382.59,386.14,391.24,395.67,397.66,396.21,394.91,391.61,388.70,,2025-04-18 19:13:11,200,Exp003_R150_#2674_27208,18.39,17321,74.0,21.43,177509,17.161,37.81,270997,11.75,Stream 2 - R150
2393.64,6.00,945.00,944.92,4.00,315.00,314.92,990.00,362.99,250.00,362.99,250.0,99.96,0.0,0.00,0.00,0.00,28.66,31.20,77.74,370.30,371.41,371.78,373.17,375.12,377.18,380.53,385.48,389.80,391.74,390.38,389.19,386.00,383.24,,2025-04-18 19:18:15,200,Exp003_R150_#2674_27210,18.39,17398,75.0,21.43,178067,17.215,37.83,260964,11.315,Stream 2 - R150
2699.31,6.00,945.00,945.16,4.00,315.00,314.94,990.00,357.92,250.00,357.92,250.0,99.99,0.0,0.00,0.00,0.00,28.66,30.25,77.74,364.97,366.09,366.50,367.83,369.82,371.78,374.97,379.66,383.78,385.73,384.49,383.45,380.38,377.68,,2025-04-18 19:23:21,200,Exp003_R150_#2674_27213,18.39,17500,75.0,21.43,178991,17.304,37.85,246076,10.67,Stream 2 - R150
3001.63,6.00,945.00,945.23,4.00,315.00,314.95,990.00,352.86,250.00,352.86,250.0,99.98,0.0,0.00,0.00,0.00,28.66,29.89,77.74,359.90,360.99,361.24,362.54,364.46,366.28,369.24,373.72,377.74,379.68,378.61,377.76,374.69,372.17,,2025-04-18 19:28:23,200,Exp003_R150_#2674_27215,18.39,17570,75.0,21.43,179625,17.366,37.87,235801,10.224,Stream 2 - R150
3305.62,6.00,945.00,944.9,4.00,315.00,314.92,990.00,347.79,250.00,347.79,250.0,99.95,0.0,0.00,0.00,0.00,28.66,31.16,77.73,354.71,355.75,356.03,357.30,359.05,360.80,363.67,367.82,371.56,373.57,372.73,371.99,369.08,366.66,,2025-04-18 19:33:27,200,Exp003_R150_#2674_27218,18.38,17653,75.0,21.43,180635,17.463,37.9,220169,9.546,Stream 2 - R150
3609.55,6.00,945.00,945.28,4.00,315.00,315.01,990.00,342.72,250.00,342.72,250.0,99.98,0.0,0.00,0.00,0.00,28.66,30.03,77.74,349.53,350.59,350.76,351.99,353.75,355.34,357.94,361.90,365.48,367.55,366.81,366.15,363.30,361.06,,2025-04-18 19:38:31,200,Exp003_R150_#2674_27220,18.38,17691,75.0,21.43,181410,17.538,37.92,208569,9.043,Stream 2 - R150
3915.36,6.00,945.00,944.87,4.00,315.00,314.89,990.00,337.66,250.00,337.66,250.0,99.95,0.0,0.00,0.00,0.00,28.65,31.50,77.74,344.35,345.37,345.47,346.61,348.34,349.88,352.30,355.97,359.33,361.38,360.73,360.20,357.57,355.42,,2025-04-18 19:43:37,200,Exp003_R150_#2674_27222,18.38,17784,75.0,21.44,182304,17.625,37.95,197147,8.548,Stream 2 - R150
4217.53,6.00,945.00,944.97,4.00,315.00,314.95,990.00,332.59,250.00,332.59,250.0,99.97,0.0,0.00,0.00,0.00,28.66,30.66,77.74,339.11,340.10,340.22,341.40,342.91,344.28,346.60,350.04,353.05,355.09,354.62,354.28,351.80,349.78,,2025-04-18 19:48:39,200,Exp003_R150_#2674_27225,18.38,18249,76.0,21.44,183380,17.728,37.99,179940,7.802,Stream 2 - R150
4521.53,6.00,945.00,945.09,4.00,315.00,314.91,990.00,327.53,250.00,327.53,250.0,99.99,0.0,0.00,0.00,0.00,28.66,30.03,77.74,333.94,334.83,335.01,336.05,337.40,338.72,340.93,344.06,346.80,348.83,348.56,348.31,345.94,344.07,,2025-04-18 19:53:43,200,Exp003_R150_#2674_27227,18.38,18371,76.0,21.44,184334,17.821,38.01,166881,7.236,Stream 2 - R150
4825.61,6.00,945.00,944.99,4.00,315.00,314.88,990.00,322.46,250.00,322.46,250.0,99.96,0.0,0.00,0.00,0.00,28.65,30.90,77.74,328.80,329.70,329.63,330.66,332.05,333.29,335.11,337.96,340.61,342.57,342.25,342.13,340.02,338.30,,2025-04-18 19:58:47,200,Exp003_R150_#2674_27229,18.38,18459,76.0,21.44,185126,17.897,38.04,154747,6.71,Stream 2 - R150
5131.33,6.00,945.00,944.7,4.00,315.00,314.83,990.00,317.39,250.00,317.39,250.0,99.93,0.0,0.00,0.00,0.00,28.65,32.11,77.74,323.58,324.42,324.35,325.32,326.58,327.68,329.32,331.87,334.15,336.20,336.05,336.14,334.12,332.52,,2025-04-18 20:03:53,200,Exp003_R150_#2674_27232,18.38,18600,77.0,21.45,186626,18.042,38.09,135192,5.862,Stream 2 - R150
5433.58,6.00,945.00,944.98,4.00,315.00,314.92,990.00,312.33,250.00,312.33,250.0,99.97,0.0,0.00,0.00,0.00,28.66,30.79,77.74,318.29,319.03,319.09,320.02,321.12,322.10,323.54,325.79,327.78,329.75,329.72,329.99,328.02,326.63,,2025-04-18 20:08:55,200,Exp003_R150_#2674_27234,18.38,18724,77.0,21.45,187676,18.144,38.12,121582,5.272,Stream 2 - R150
5737.57,6.00,945.00,944.49,4.00,315.00,314.8,990.00,307.26,250.00,307.26,250.0,99.92,0.0,0.00,0.00,0.00,28.64,32.88,77.73,313.06,313.81,313.72,314.57,315.66,316.52,317.66,319.60,321.34,323.23,323.41,323.75,321.99,320.76,,2025-04-18 20:13:59,200,Exp003_R150_#2674_27236,18.38,18859,77.0,21.46,188935,18.266,38.16,107162,4.646,Stream 2 - R150
