RelativeTime,H2 Node,H2 Set-Point,H2 Actual Flow,N2 Node,N2 Set-Point,N2 Actual Flow,T Reactor (sliding TC),T Heater 1,SP Heater 1,,,Pressure setpoint,N2 poisoning set-point,N2 poisoning Actual flow,H2 Uncontrolled flow,N2 Uncontrolled flow,Inlet calc. flowrate,Outlet meas.flowrate,Pressure reading,T14,T13,T12,T11,T10,T9,T8,T7,T6,T5,T4,T3,T2,T1,,Date,Stage,File,RT (sec),Area,H2,RT (sec)       _1,Area           _2,N2,RT (sec)       _3,Area           _4,NH3,Sample name
145.62,6.00,945.00,945.13,4.00,239.10,239.24,990.00,250.14,450.00,250.14,450.0,100.01,75.9,75.88,0.00,0.00,28.67,33.21,76.57,250.27,251.06,250.27,250.77,250.92,251.52,251.18,251.59,252.07,252.15,251.79,252.51,251.46,251.82,,2025-02-18 11:44:56,44,Exp003_R150_#2674_6119,19.29,19249,78.0,22.43,275469,26.631,38.7,1538,0.067,Stream 2 - R150
449.62,6.00,945.00,945.09,4.00,239.10,239.31,990.00,250.95,450.00,250.95,450.0,100.01,75.9,75.89,0.00,0.00,28.68,32.16,76.57,250.74,251.42,250.57,251.10,251.30,251.88,251.59,252.02,252.53,252.64,252.23,252.92,251.87,252.23,,2025-02-18 11:50:00,44,Exp003_R150_#2674_6121,19.3,19142,78.0,22.45,274787,26.565,38.71,1553,0.067,Stream 2 - R150
753.71,6.00,945.00,945.01,4.00,239.10,239.38,990.00,251.96,450.00,251.96,450.0,100.0,75.9,75.92,0.00,0.00,28.68,32.76,76.58,251.32,252.00,251.27,251.76,251.96,252.53,252.28,252.71,253.18,253.29,252.87,253.59,252.67,252.99,,2025-02-18 11:55:04,44,Exp003_R150_#2674_6123,19.3,19618,78.0,22.45,275586,26.643,38.66,1599,0.069,Stream 2 - R150
1059.46,6.00,945.00,945.03,4.00,239.10,239.32,990.00,252.98,450.00,252.98,450.0,100.01,75.9,75.90,0.00,0.00,28.68,32.64,76.59,252.21,252.86,252.19,252.62,252.93,253.36,253.09,253.51,254.07,254.20,253.94,254.65,253.47,253.93,,2025-02-18 12:00:10,44,Exp003_R150_#2674_6124,19.29,19368,78.0,22.45,275258,26.611,38.67,1639,0.071,Stream 2 - R150
1361.7,6.00,945.00,945.05,4.00,239.10,239.38,990.00,254.0,450.00,254.0,450.0,100.02,75.9,75.90,0.00,0.00,28.68,32.78,76.59,253.04,253.71,253.00,253.46,253.68,254.29,253.91,254.37,254.90,255.01,254.64,255.40,254.44,254.73,,2025-02-18 12:05:12,44,Exp003_R150_#2674_6126,19.29,19507,78.0,22.45,276469,26.728,38.69,1640,0.071,Stream 2 - R150
1665.7,6.00,945.00,945.01,4.00,239.10,239.34,990.00,255.01,450.00,255.01,450.0,99.99,75.9,75.91,0.00,0.00,28.68,32.29,76.59,254.04,254.73,253.91,254.33,254.59,255.26,255.05,255.47,255.90,255.98,255.54,256.29,255.42,255.69,,2025-02-18 12:10:16,44,Exp003_R150_#2674_6128,19.29,19357,78.0,22.45,274545,26.542,38.66,1784,0.077,Stream 2 - R150
1969.62,6.00,945.00,944.98,4.00,239.10,239.31,990.00,256.02,450.00,256.02,450.0,100.0,75.9,75.90,0.00,0.00,28.68,32.44,76.60,254.99,255.87,254.89,255.28,255.51,256.28,255.87,256.31,256.86,256.86,256.57,257.30,256.45,256.55,,2025-02-18 12:15:20,44,Exp003_R150_#2674_6129,19.29,19388,78.0,22.45,274089,26.498,38.65,1889,0.082,Stream 2 - R150
2275.49,6.00,945.00,945.0,4.00,239.10,239.32,990.00,257.04,450.00,257.04,450.0,100.02,75.9,75.88,0.00,0.00,28.68,32.99,76.60,255.80,256.83,255.62,256.11,256.30,257.43,256.72,257.11,257.80,257.77,257.43,258.17,257.40,257.49,,2025-02-18 12:20:26,44,Exp003_R150_#2674_6131,19.29,18830,77.0,22.46,273962,26.486,38.65,1996,0.087,Stream 2 - R150
2577.61,6.00,945.00,945.06,4.00,239.10,239.23,990.00,258.14,450.00,258.14,450.0,100.01,75.9,75.90,0.00,0.00,28.67,32.73,76.60,256.79,257.80,256.86,257.46,257.34,258.42,257.72,258.18,258.82,258.74,258.45,259.14,258.29,258.52,,2025-02-18 12:25:28,44,Exp003_R150_#2674_6133,19.29,19179,78.0,22.45,273096,26.402,38.62,2082,0.09,Stream 2 - R150
2881.67,6.00,945.00,944.67,4.00,239.10,239.34,990.00,258.95,450.00,258.95,450.0,100.02,75.9,75.88,0.00,0.00,28.68,32.67,76.61,257.37,258.14,257.43,257.94,258.19,258.82,258.41,258.78,259.28,259.36,259.07,259.73,258.77,259.10,,2025-02-18 12:30:32,44,Exp003_R150_#2674_6134,19.29,19237,78.0,22.46,273400,26.431,38.62,2096,0.091,Stream 2 - R150
