RelativeTime,H2 Node,H2 Set-Point,H2 Actual Flow,N2 Node,N2 Set-Point,N2 Actual Flow,T Reactor (sliding TC),T Heater 1,SP Heater 1,,,Pressure setpoint,N2 poisoning set-point,N2 poisoning Actual flow,H2 Uncontrolled flow,N2 Uncontrolled flow,Inlet calc. flowrate,Outlet meas.flowrate,Pressure reading,T14,T13,T12,T11,T10,T9,T8,T7,T6,T5,T4,T3,T2,T1,,Date,Stage,File,RT (sec),Area,H2,RT (sec)       _1,Area           _2,N2,RT (sec)       _3,Area           _4,NH3,Sample name
59.32,6.00,945.00,945.63,4.00,315.00,314.93,990.00,449.99,400.00,449.99,400.0,100.02,0.0,0.00,0.00,0.00,28.66,29.26,77.71,455.88,457.48,457.66,459.40,461.91,464.80,469.87,476.69,482.41,482.61,478.52,475.95,471.70,468.47,,2025-04-18 09:35:37,198,Exp003_R150_#2674_26942,0.0,0,0.0,0.0,0,0.0,37.71,344562,14.94,Stream 2 - R150
361.55,6.00,945.00,944.73,4.00,315.00,314.98,990.00,449.4,400.00,449.4,400.0,99.96,0.0,0.00,0.00,0.00,28.66,31.57,77.69,455.40,457.03,457.25,459.00,461.34,464.34,469.43,476.20,481.75,482.12,478.06,475.46,471.25,468.06,,2025-04-18 09:40:39,198,Exp003_R150_#2674_26945,0.0,0,0.0,0.0,0,0.0,37.72,344935,14.956,Stream 2 - R150
665.62,6.00,945.00,945.3,4.00,315.00,315.0,990.00,448.36,400.00,448.36,400.0,100.0,0.0,0.00,0.00,0.00,28.66,30.11,77.70,454.64,456.21,456.36,458.10,460.47,463.43,468.55,475.32,480.89,481.17,477.19,474.60,470.35,467.13,,2025-04-18 09:45:43,198,Exp003_R150_#2674_26947,0.0,0,0.0,0.0,0,0.0,37.72,345510,14.981,Stream 2 - R150
969.61,6.00,945.00,945.08,4.00,315.00,314.92,990.00,447.35,400.00,447.35,400.0,99.99,0.0,0.00,0.00,0.00,28.66,30.57,77.69,453.49,455.09,455.27,457.02,459.49,462.40,467.55,474.29,480.11,480.29,476.30,473.70,469.46,466.24,,2025-04-18 09:50:47,198,Exp003_R150_#2674_26949,0.0,0,0.0,0.0,0,0.0,37.72,346091,15.006,Stream 2 - R150
1275.35,6.00,945.00,945.23,4.00,315.00,314.95,990.00,446.32,400.00,446.32,400.0,99.99,0.0,0.00,0.00,0.00,28.66,30.37,77.71,452.48,454.09,454.43,456.14,458.57,461.51,466.57,473.30,478.85,479.26,475.22,472.66,468.54,465.31,,2025-04-18 09:55:53,198,Exp003_R150_#2674_26952,0.0,0,0.0,0.0,0,0.0,37.72,346894,15.041,Stream 2 - R150
1577.6,6.00,945.00,944.84,4.00,315.00,314.93,990.00,445.32,400.00,445.32,400.0,99.96,0.0,0.00,0.00,0.00,28.66,31.59,77.69,451.59,453.14,453.30,455.04,457.49,460.46,465.61,472.38,478.07,478.37,474.43,471.85,467.66,464.40,,2025-04-18 10:00:55,198,Exp003_R150_#2674_26954,0.0,0,0.0,0.0,0,0.0,37.72,347414,15.064,Stream 2 - R150
1881.59,6.00,945.00,945.42,4.00,315.00,314.93,990.00,444.3,400.00,444.3,400.0,99.99,0.0,0.00,0.00,0.00,28.66,30.02,77.71,450.55,452.15,452.40,454.11,456.45,459.47,464.60,471.30,477.05,477.43,473.48,470.87,466.77,463.50,,2025-04-18 10:05:59,198,Exp003_R150_#2674_26956,0.0,0,0.0,0.0,0,0.0,37.72,348172,15.096,Stream 2 - R150
2185.52,6.00,945.00,944.99,4.00,315.00,314.92,990.00,443.3,400.00,443.3,400.0,99.98,0.0,0.00,0.00,0.00,28.66,30.96,77.69,449.59,451.11,451.37,453.09,455.40,458.41,463.58,470.36,476.19,476.58,472.62,470.08,465.83,462.55,,2025-04-18 10:11:03,198,Exp003_R150_#2674_26959,0.0,0,0.0,0.0,0,0.0,37.72,348666,15.118,Stream 2 - R150
2491.33,6.00,945.00,945.05,4.00,315.00,314.99,990.00,442.27,400.00,442.27,400.0,99.98,0.0,0.00,0.00,0.00,28.66,30.60,77.68,448.55,450.13,450.37,452.11,454.43,457.46,462.57,469.39,475.03,475.44,471.64,469.16,464.85,461.61,,2025-04-18 10:16:09,198,Exp003_R150_#2674_26961,0.0,0,0.0,0.0,0,0.0,37.73,349019,15.133,Stream 2 - R150
2793.64,6.00,945.00,945.39,4.00,315.00,314.94,990.00,441.26,400.00,441.26,400.0,100.01,0.0,0.00,0.00,0.00,28.66,30.02,77.70,447.55,449.06,449.41,451.10,453.34,456.34,461.48,468.25,474.07,474.60,470.70,468.17,463.92,460.62,,2025-04-18 10:21:11,198,Exp003_R150_#2674_26963,0.0,0,0.0,0.0,0,0.0,37.7,349736,15.164,Stream 2 - R150
3097.59,6.00,945.00,944.85,4.00,315.00,314.94,990.00,440.25,400.00,440.25,400.0,99.96,0.0,0.00,0.00,0.00,28.66,31.49,77.69,446.52,448.11,448.35,450.08,452.30,455.33,460.47,467.26,473.14,473.70,469.82,467.28,463.04,459.72,,2025-04-18 10:26:15,198,Exp003_R150_#2674_26966,0.0,0,0.0,0.0,0,0.0,37.72,350633,15.203,Stream 2 - R150
3401.59,6.00,945.00,945.16,4.00,315.00,314.94,990.00,439.23,400.00,439.23,400.0,99.98,0.0,0.00,0.00,0.00,28.66,30.56,77.71,445.50,447.01,447.33,449.05,451.33,454.35,459.44,466.23,472.16,472.69,468.83,466.34,462.01,458.74,,2025-04-18 10:31:19,198,Exp003_R150_#2674_26968,0.0,0,0.0,0.0,0,0.0,37.73,350955,15.217,Stream 2 - R150
3707.3,6.00,945.00,945.24,4.00,315.00,314.94,990.00,438.23,400.00,438.23,400.0,100.0,0.0,0.00,0.00,0.00,28.66,30.33,77.69,444.53,446.12,446.33,448.08,450.40,453.42,458.49,465.26,471.12,471.75,467.89,465.38,461.10,457.75,,2025-04-18 10:36:25,198,Exp003_R150_#2674_26970,0.0,0,0.0,0.0,0,0.0,37.74,350561,15.2,Stream 2 - R150
