RelativeTime,H2 Node,H2 Set-Point,H2 Actual Flow,N2 Node,N2 Set-Point,N2 Actual Flow,T Reactor (sliding TC),T Heater 1,SP Heater 1,,,Pressure setpoint,N2 poisoning set-point,N2 poisoning Actual flow,H2 Uncontrolled flow,N2 Uncontrolled flow,Inlet calc. flowrate,Outlet meas.flowrate,Pressure reading,T14,T13,T12,T11,T10,T9,T8,T7,T6,T5,T4,T3,T2,T1,,Date,Stage,File,RT (sec),Area,H2,RT (sec)       _1,Area           _2,N2,RT (sec)       _3,Area           _4,NH3,Sample name
2.86,6.00,945.00,944.8,4.00,241.90,241.87,990.00,449.9,450.00,449.9,450.0,97.42,73.1,73.10,0.00,0.00,28.66,30.45,75.67,453.90,455.65,456.68,458.16,460.39,464.17,467.67,474.21,479.31,480.46,477.15,475.05,470.01,467.80,,2025-04-04 12:32:57,165,Exp003_R150_#2674_21343,19.23,15658,71.0,22.07,241630,23.36,37.75,328968,14.264,Stream 2 - R150
305.47,6.00,945.00,944.98,4.00,241.90,241.89,990.00,450.03,450.00,450.03,450.0,97.43,73.1,73.10,0.00,0.00,28.66,30.65,75.68,454.64,456.40,457.45,458.94,460.99,464.78,468.32,474.85,479.92,481.06,477.83,475.67,470.58,468.34,,2025-04-04 12:38:00,165,Exp003_R150_#2674_21345,19.24,15664,71.0,22.08,241593,23.356,37.78,329116,14.27,Stream 2 - R150
609.47,6.00,945.00,945.0,4.00,241.90,241.88,990.00,450.01,450.00,450.01,450.0,97.44,73.1,73.10,0.00,0.00,28.66,30.63,75.69,454.86,456.54,457.71,459.10,461.23,464.97,468.50,475.06,480.16,481.27,477.97,475.89,470.83,468.59,,2025-04-04 12:43:04,165,Exp003_R150_#2674_21346,19.24,15670,71.0,22.07,241389,23.337,37.78,328901,14.261,Stream 2 - R150
913.47,6.00,945.00,945.0,4.00,241.90,241.88,990.00,450.0,450.00,450.0,450.0,97.46,73.1,73.10,0.00,0.00,28.66,30.61,75.70,454.95,456.65,457.66,459.09,461.23,464.96,468.62,475.22,480.17,481.27,477.95,475.87,470.83,468.60,,2025-04-04 12:48:08,165,Exp003_R150_#2674_21348,19.24,15798,71.0,22.07,241451,23.343,37.78,329029,14.266,Stream 2 - R150
1217.46,6.00,945.00,945.0,4.00,241.90,241.9,990.00,450.0,450.00,450.0,450.0,97.46,73.1,73.10,0.00,0.00,28.66,30.61,75.70,454.87,456.56,457.79,459.17,461.22,464.92,468.52,475.05,480.12,481.21,477.98,475.88,470.81,468.64,,2025-04-04 12:53:12,165,Exp003_R150_#2674_21350,19.24,15467,70.0,22.06,241455,23.343,37.77,329213,14.274,Stream 2 - R150
1521.46,6.00,945.00,945.03,4.00,241.90,241.89,990.00,450.0,450.00,450.0,450.0,97.48,73.1,73.10,0.00,0.00,28.66,30.61,75.70,454.93,456.64,457.76,459.20,461.37,465.05,468.55,475.08,480.06,481.24,478.01,475.89,470.87,468.69,,2025-04-04 12:58:16,165,Exp003_R150_#2674_21352,19.24,15426,70.0,22.05,241446,23.342,37.76,329333,14.28,Stream 2 - R150
1825.44,6.00,945.00,944.99,4.00,241.90,241.9,990.00,450.0,450.00,450.0,450.0,97.48,73.1,73.10,0.00,0.00,28.66,30.63,75.71,454.78,456.60,457.60,459.12,461.50,464.95,468.59,475.15,480.17,481.28,477.98,475.82,470.73,468.65,,2025-04-04 13:03:20,165,Exp003_R150_#2674_21353,19.23,15719,71.0,22.04,241628,23.36,37.76,329390,14.282,Stream 2 - R150
2129.44,6.00,945.00,944.99,4.00,241.90,241.91,990.00,450.0,450.00,450.0,450.0,97.48,73.1,73.10,0.00,0.00,28.66,30.62,75.71,454.65,456.53,457.52,458.99,461.50,465.00,468.57,475.14,480.19,481.23,478.02,475.84,470.75,468.65,,2025-04-04 13:08:24,165,Exp003_R150_#2674_21355,19.24,15353,70.0,22.04,241407,23.338,37.76,329415,14.283,Stream 2 - R150
2433.47,6.00,945.00,945.03,4.00,241.90,241.9,990.00,450.0,450.00,450.0,450.0,97.48,73.1,73.10,0.00,0.00,28.66,30.60,75.71,454.73,456.57,457.55,459.02,461.42,465.06,468.54,475.12,480.13,481.25,478.06,475.88,470.81,468.68,,2025-04-04 13:13:28,165,Exp003_R150_#2674_21357,19.23,15666,71.0,22.03,241701,23.367,37.76,329564,14.29,Stream 2 - R150
2737.67,6.00,945.00,944.96,4.00,241.90,241.89,990.00,450.0,450.00,450.0,450.0,97.47,73.1,73.10,0.00,0.00,28.66,30.60,75.70,454.81,456.58,457.70,459.16,461.34,465.11,468.60,475.20,480.24,481.29,477.99,475.84,470.83,468.64,,2025-04-04 13:18:32,165,Exp003_R150_#2674_21358,19.23,15550,71.0,22.03,241717,23.368,37.75,329634,14.293,Stream 2 - R150
