RelativeTime,H2 Node,H2 Set-Point,H2 Actual Flow,N2 Node,N2 Set-Point,N2 Actual Flow,T Reactor (sliding TC),T Heater 1,SP Heater 1,,,Pressure setpoint,N2 poisoning set-point,N2 poisoning Actual flow,H2 Uncontrolled flow,N2 Uncontrolled flow,Inlet calc. flowrate,Outlet meas.flowrate,Pressure reading,T14,T13,T12,T11,T10,T9,T8,T7,T6,T5,T4,T3,T2,T1,,Date,Stage,File,RT (sec),Area,H2,RT (sec)       _1,Area           _2,N2,RT (sec)       _3,Area           _4,NH3,Sample name
201.52,6.00,945.00,945.03,4.00,315.00,314.99,990.00,448.94,250.00,448.94,250.0,99.83,0.0,0.00,0.00,0.00,28.66,30.74,78.73,455.09,456.60,456.99,458.62,460.91,463.64,469.12,475.80,481.80,481.87,477.69,475.11,470.50,467.68,,2025-03-27 15:34:41,139,Exp003_R150_#2674_17667,18.42,19659,78.0,21.94,246301,23.811,38.56,3272,0.142,Stream 2 - R150
507.14,6.00,945.00,945.02,4.00,315.00,314.99,990.00,444.46,250.00,444.46,250.0,99.83,0.0,0.00,0.00,0.00,28.66,30.72,78.72,451.55,452.95,453.32,454.90,457.27,459.95,465.28,471.97,477.87,478.14,474.07,471.53,466.87,464.00,,2025-03-27 15:39:46,139,Exp003_R150_#2674_17669,0.0,0,0.0,21.95,246422,23.823,38.59,2598,0.113,Stream 2 - R150
809.5,6.00,945.00,944.95,4.00,315.00,315.0,990.00,439.39,250.00,439.39,250.0,99.85,0.0,0.00,0.00,0.00,28.66,30.69,78.72,446.95,448.45,448.70,450.28,452.61,455.22,460.62,467.28,473.31,473.60,469.68,467.17,462.62,459.60,,2025-03-27 15:44:49,139,Exp003_R150_#2674_17671,18.42,19940,79.0,21.96,246438,23.825,38.6,2306,0.1,Stream 2 - R150
1113.56,6.00,945.00,944.99,4.00,315.00,314.99,990.00,434.32,250.00,434.32,250.0,99.89,0.0,0.00,0.00,0.00,28.66,30.71,78.75,441.98,443.42,443.89,445.47,447.68,450.45,455.69,462.44,468.55,468.90,465.19,462.75,458.15,455.10,,2025-03-27 15:49:53,139,Exp003_R150_#2674_17672,18.42,19935,79.0,21.96,246505,23.831,38.6,2228,0.097,Stream 2 - R150
1417.56,6.00,945.00,945.02,4.00,315.00,315.0,990.00,429.25,250.00,429.25,250.0,99.93,0.0,0.00,0.00,0.00,28.66,30.70,78.77,436.94,438.51,438.75,440.38,442.65,445.62,450.63,457.32,463.94,463.95,460.37,457.97,453.34,450.26,,2025-03-27 15:54:57,139,Exp003_R150_#2674_17674,18.43,19539,78.0,21.97,246440,23.825,38.6,2124,0.092,Stream 2 - R150
1723.18,6.00,945.00,944.95,4.00,315.00,315.01,990.00,424.18,250.00,424.18,250.0,99.97,0.0,0.00,0.00,0.00,28.66,30.68,78.80,431.82,433.24,433.71,435.29,437.59,440.32,445.56,452.23,458.19,459.00,455.56,453.24,448.64,445.55,,2025-03-27 16:00:02,139,Exp003_R150_#2674_17676,0.0,0,0.0,21.98,246613,23.842,38.61,2065,0.09,Stream 2 - R150
2025.55,6.00,945.00,945.0,4.00,315.00,314.99,990.00,419.11,250.00,419.11,250.0,99.97,0.0,0.00,0.00,0.00,28.66,30.74,78.81,426.76,428.34,428.64,430.24,432.50,435.40,440.35,446.93,453.50,453.87,450.59,448.31,443.82,440.67,,2025-03-27 16:05:05,139,Exp003_R150_#2674_17678,18.43,19661,78.0,21.98,246720,23.852,38.61,2044,0.089,Stream 2 - R150
2329.47,6.00,945.00,945.01,4.00,315.00,315.0,990.00,414.05,250.00,414.05,250.0,99.97,0.0,0.00,0.00,0.00,28.66,30.73,78.81,421.62,423.17,423.59,425.20,427.43,430.34,435.14,441.66,448.01,448.72,445.57,443.40,438.90,435.77,,2025-03-27 16:10:08,139,Exp003_R150_#2674_17679,18.41,19456,78.0,21.97,246902,23.87,38.62,2020,0.088,Stream 2 - R150
2633.47,6.00,945.00,944.99,4.00,315.00,314.99,990.00,408.98,250.00,408.98,250.0,99.93,0.0,0.00,0.00,0.00,28.66,30.76,78.79,416.57,418.09,418.50,420.09,422.30,425.10,429.81,436.25,442.77,443.45,440.40,438.34,433.87,430.76,,2025-03-27 16:15:12,139,Exp003_R150_#2674_17681,18.42,19529,78.0,21.97,247164,23.895,38.61,2000,0.087,Stream 2 - R150
2939.2,6.00,945.00,945.05,4.00,315.00,315.0,990.00,403.92,250.00,403.92,250.0,99.92,0.0,0.00,0.00,0.00,28.66,30.73,78.78,411.44,412.96,413.36,414.95,417.11,419.73,424.64,430.94,437.07,438.05,435.22,433.26,428.84,425.74,,2025-03-27 16:20:18,139,Exp003_R150_#2674_17683,18.41,20108,79.0,21.98,246794,23.859,38.62,1976,0.086,Stream 2 - R150
