RelativeTime,H2 Node,H2 Set-Point,H2 Actual Flow,N2 Node,N2 Set-Point,N2 Actual Flow,T Reactor (sliding TC),T Heater 1,SP Heater 1,,,Pressure setpoint,N2 poisoning set-point,N2 poisoning Actual flow,H2 Uncontrolled flow,N2 Uncontrolled flow,Inlet calc. flowrate,Outlet meas.flowrate,Pressure reading,T14,T13,T12,T11,T10,T9,T8,T7,T6,T5,T4,T3,T2,T1,,Date,Stage,File,RT (sec),Area,H2,RT (sec)       _1,Area           _2,N2,RT (sec)       _3,Area           _4,NH3,Sample name
265.7,6.00,945.00,945.06,4.00,315.00,315.28,990.00,399.94,400.00,399.94,400.0,100.02,0.0,0.00,0.00,0.00,28.68,32.99,76.35,408.20,409.81,410.61,412.16,414.77,418.23,423.32,430.24,436.61,437.71,434.67,432.80,428.95,425.07,,2025-02-21 19:17:52,56,Exp003_R150_#2674_7709,19.21,15120,70.0,22.08,235352,22.753,37.74,353463,15.326,Stream 2 - R150
569.59,6.00,945.00,945.07,4.00,315.00,315.27,990.00,399.98,400.00,399.98,400.0,100.02,0.0,0.00,0.00,0.00,28.68,32.71,76.35,406.52,408.09,408.95,410.54,413.08,416.50,421.68,428.52,434.74,435.89,433.07,431.22,427.47,423.59,,2025-02-21 19:22:56,56,Exp003_R150_#2674_7711,19.21,15575,71.0,22.08,235767,22.793,37.74,350509,15.198,Stream 2 - R150
873.6,6.00,945.00,945.06,4.00,315.00,315.31,990.00,400.0,400.00,400.0,400.0,100.01,0.0,0.00,0.00,0.00,28.69,32.92,76.35,405.82,407.44,408.28,409.89,412.49,415.88,420.97,427.86,434.14,435.32,432.43,430.60,426.84,422.99,,2025-02-21 19:28:00,56,Exp003_R150_#2674_7713,19.21,15353,70.0,22.07,235336,22.751,37.73,350043,15.178,Stream 2 - R150
1177.57,6.00,945.00,944.91,4.00,315.00,315.34,990.00,400.0,400.00,400.0,400.0,100.01,0.0,0.00,0.00,0.00,28.69,32.23,76.35,405.59,407.22,408.10,409.70,412.23,415.66,420.76,427.63,433.88,435.08,432.26,430.39,426.54,422.67,,2025-02-21 19:33:04,56,Exp003_R150_#2674_7714,19.2,15734,71.0,22.06,234955,22.715,37.72,348105,15.093,Stream 2 - R150
1481.59,6.00,945.00,945.02,4.00,315.00,315.26,990.00,400.0,400.00,400.0,400.0,100.02,0.0,0.00,0.00,0.00,28.68,32.56,76.35,405.54,407.17,407.95,409.57,412.18,415.53,420.65,427.49,433.75,434.99,432.22,430.34,426.48,422.62,,2025-02-21 19:38:08,56,Exp003_R150_#2674_7716,19.21,15314,70.0,22.07,234832,22.703,37.78,344172,14.923,Stream 2 - R150
1785.59,6.00,945.00,944.88,4.00,315.00,315.4,990.00,400.0,400.00,400.0,400.0,100.01,0.0,0.00,0.00,0.00,28.69,32.44,76.35,405.51,407.04,407.89,409.51,412.14,415.43,420.61,427.47,433.61,434.90,432.12,430.24,426.43,422.57,,2025-02-21 19:43:12,56,Exp003_R150_#2674_7718,19.2,15740,71.0,22.06,234833,22.703,37.77,342846,14.865,Stream 2 - R150
2089.64,6.00,945.00,944.99,4.00,315.00,315.35,990.00,400.0,400.00,400.0,400.0,100.03,0.0,0.00,0.00,0.00,28.69,33.54,76.34,405.58,407.16,407.94,409.55,412.16,415.46,420.65,427.51,433.68,434.95,432.15,430.26,426.41,422.54,,2025-02-21 19:48:16,56,Exp003_R150_#2674_7719,19.2,15733,71.0,22.06,235099,22.729,37.76,345860,14.996,Stream 2 - R150
2393.65,6.00,945.00,944.92,4.00,315.00,315.34,990.00,400.0,400.00,400.0,400.0,100.01,0.0,0.00,0.00,0.00,28.69,32.51,76.34,405.51,407.17,407.94,409.50,412.15,415.48,420.69,427.53,433.65,434.93,432.16,430.26,426.42,422.56,,2025-02-21 19:53:20,56,Exp003_R150_#2674_7721,19.2,15395,70.0,22.05,234506,22.671,37.75,346850,15.039,Stream 2 - R150
2697.57,6.00,945.00,945.0,4.00,315.00,315.25,990.00,400.0,400.00,400.0,400.0,100.02,0.0,0.00,0.00,0.00,28.68,32.87,76.34,405.61,407.26,407.94,409.56,412.21,415.47,420.70,427.57,433.68,434.96,432.20,430.26,426.38,422.50,,2025-02-21 19:58:24,56,Exp003_R150_#2674_7723,19.2,15373,70.0,22.05,234115,22.633,37.74,348832,15.125,Stream 2 - R150
3001.65,6.00,945.00,944.94,4.00,315.00,315.37,990.00,400.0,400.00,400.0,400.0,100.0,0.0,0.00,0.00,0.00,28.69,32.29,76.34,405.61,407.18,408.07,409.69,412.27,415.54,420.70,427.52,433.64,434.98,432.17,430.26,426.43,422.59,,2025-02-21 20:03:28,56,Exp003_R150_#2674_7724,19.2,15351,70.0,22.05,235169,22.735,37.75,338433,14.674,Stream 2 - R150
