RelativeTime,H2 Node,H2 Set-Point,H2 Actual Flow,N2 Node,N2 Set-Point,N2 Actual Flow,T Reactor (sliding TC),T Heater 1,SP Heater 1,,,Pressure setpoint,N2 poisoning set-point,N2 poisoning Actual flow,H2 Uncontrolled flow,N2 Uncontrolled flow,Inlet calc. flowrate,Outlet meas.flowrate,Pressure reading,T14,T13,T12,T11,T10,T9,T8,T7,T6,T5,T4,T3,T2,T1,,Date,Stage,File,RT (sec),Area,H2,RT (sec)       _1,Area           _2,N2,RT (sec)       _3,Area           _4,NH3,Sample name
137.48,6.00,945.00,945.06,4.00,315.00,315.0,990.00,349.99,350.00,349.99,350.0,95.45,0.0,0.00,0.00,0.00,28.66,30.74,74.12,356.36,357.40,359.17,360.09,361.05,363.19,365.62,369.60,373.39,375.06,374.69,374.12,370.53,369.17,,2025-04-08 14:35:20,179,Exp003_R150_#2674_23303,18.47,16283,72.0,22.43,242684,23.462,38.08,193580,8.393,Stream 2 - R150
441.47,6.00,945.00,945.06,4.00,315.00,314.99,990.00,349.94,350.00,349.94,350.0,95.46,0.0,0.00,0.00,0.00,28.66,30.74,74.12,354.00,355.02,356.77,357.72,358.68,360.74,363.05,366.98,370.75,372.41,372.22,371.76,368.11,366.74,,2025-04-08 14:40:24,179,Exp003_R150_#2674_23305,18.46,16329,72.0,22.41,241856,23.382,38.09,188222,8.161,Stream 2 - R150
745.47,6.00,945.00,945.02,4.00,315.00,314.99,990.00,349.99,350.00,349.99,350.0,95.46,0.0,0.00,0.00,0.00,28.66,30.70,74.12,353.00,354.17,355.79,356.74,357.71,359.69,362.05,365.96,369.85,371.58,371.27,370.89,367.27,365.91,,2025-04-08 14:45:28,179,Exp003_R150_#2674_23306,18.46,16352,72.0,22.41,241769,23.373,38.09,187064,8.111,Stream 2 - R150
1049.46,6.00,945.00,945.0,4.00,315.00,314.99,990.00,350.0,350.00,350.0,350.0,95.46,0.0,0.00,0.00,0.00,28.66,30.73,74.12,352.74,353.77,355.43,356.43,357.35,359.41,361.67,365.58,369.45,371.07,370.96,370.50,366.87,365.47,,2025-04-08 14:50:32,179,Exp003_R150_#2674_23308,18.45,16731,73.0,22.41,241567,23.354,38.09,186220,8.074,Stream 2 - R150
1353.45,6.00,945.00,945.01,4.00,315.00,314.97,990.00,350.0,350.00,350.0,350.0,95.46,0.0,0.00,0.00,0.00,28.66,30.71,74.12,352.60,353.70,355.34,356.29,357.21,359.31,361.57,365.46,369.33,370.97,370.80,370.36,366.76,365.42,,2025-04-08 14:55:36,179,Exp003_R150_#2674_23310,18.47,16185,72.0,22.42,241845,23.381,38.04,185608,8.048,Stream 2 - R150
1657.47,6.00,945.00,944.46,4.00,315.00,314.96,990.00,350.0,350.00,350.0,350.0,95.46,0.0,0.00,0.00,0.00,28.66,30.68,74.12,352.62,353.69,355.33,356.30,357.15,359.20,361.49,365.35,369.26,370.87,370.69,370.30,366.69,365.28,,2025-04-08 15:00:40,179,Exp003_R150_#2674_23311,18.46,16329,72.0,22.42,244103,23.599,38.1,186155,8.072,Stream 2 - R150
1961.47,6.00,945.00,944.97,4.00,315.00,314.97,990.00,350.0,350.00,350.0,350.0,95.46,0.0,0.00,0.00,0.00,28.66,30.55,74.12,352.58,353.66,355.26,356.27,357.11,359.11,361.56,365.39,369.14,370.82,370.65,370.27,366.61,365.25,,2025-04-08 15:05:44,179,Exp003_R150_#2674_23313,18.46,16716,73.0,22.41,243353,23.526,38.11,186324,8.079,Stream 2 - R150
2265.46,6.00,945.00,944.96,4.00,315.00,314.98,990.00,350.0,350.00,350.0,350.0,95.45,0.0,0.00,0.05,0.00,28.66,30.64,74.12,352.57,353.69,355.23,356.19,357.24,359.20,361.53,365.37,369.14,370.84,370.58,370.18,366.54,365.16,,2025-04-08 15:10:48,179,Exp003_R150_#2674_23315,18.45,16757,73.0,22.4,242093,23.405,38.09,185987,8.064,Stream 2 - R150
2569.46,6.00,945.00,944.97,4.00,315.00,315.01,990.00,350.0,350.00,350.0,350.0,95.45,0.0,0.00,0.00,0.00,28.66,30.73,74.12,352.51,353.56,355.25,356.22,357.15,359.32,361.53,365.34,369.13,370.86,370.60,370.21,366.60,365.22,,2025-04-08 15:15:52,179,Exp003_R150_#2674_23316,18.46,16365,72.0,22.4,241202,23.319,38.08,185867,8.059,Stream 2 - R150
2873.44,6.00,945.00,945.0,4.00,315.00,314.99,990.00,350.0,350.00,350.0,350.0,95.44,0.0,0.00,0.00,0.00,28.66,30.70,74.11,352.64,353.68,355.28,356.26,357.17,359.15,361.53,365.36,369.17,370.88,370.60,370.22,366.56,365.23,,2025-04-08 15:20:56,179,Exp003_R150_#2674_23318,18.46,16358,72.0,22.39,240967,23.296,38.06,185917,8.061,Stream 2 - R150
3177.44,6.00,945.00,945.0,4.00,315.00,315.05,990.00,350.01,350.00,350.01,350.0,95.43,0.0,0.00,0.00,0.00,28.67,30.71,74.11,352.92,353.86,355.49,356.41,357.38,359.30,361.68,365.53,369.21,370.90,370.69,370.32,366.62,365.24,,2025-04-08 15:26:00,179,Exp003_R150_#2674_23320,18.45,16786,73.0,22.4,241046,23.303,38.05,185860,8.059,Stream 2 - R150
3481.44,6.00,945.00,945.02,4.00,315.00,315.03,990.00,349.99,350.00,349.99,350.0,95.42,0.0,0.00,0.00,0.00,28.66,30.69,74.10,352.90,353.87,355.42,356.35,357.26,359.32,361.65,365.47,369.26,370.97,370.67,370.28,366.65,365.24,,2025-04-08 15:31:04,179,Exp003_R150_#2674_23321,18.45,16785,73.0,22.39,240887,23.288,38.04,185929,8.062,Stream 2 - R150
3785.46,6.00,945.00,945.0,4.00,315.00,314.98,990.00,350.01,350.00,350.01,350.0,95.41,0.0,0.00,0.00,0.00,28.66,30.68,74.10,352.87,353.96,355.43,356.46,357.28,359.34,361.56,365.42,369.28,370.88,370.65,370.29,366.57,365.20,,2025-04-08 15:36:08,179,Exp003_R150_#2674_23323,18.46,16302,72.0,22.39,240351,23.236,38.04,185863,8.059,Stream 2 - R150
4089.46,6.00,945.00,944.99,4.00,315.00,314.99,990.00,349.99,350.00,349.99,350.0,95.41,0.0,0.00,0.00,0.00,28.66,30.71,74.09,352.81,353.87,355.43,356.35,357.16,359.33,361.49,365.33,369.32,370.93,370.65,370.29,366.66,365.23,,2025-04-08 15:41:12,179,Exp003_R150_#2674_23325,18.46,16324,72.0,22.38,240373,23.238,38.08,186009,8.065,Stream 2 - R150
4393.46,6.00,945.00,945.05,4.00,315.00,315.04,990.00,350.01,350.00,350.01,350.0,95.4,0.0,0.00,0.00,0.00,28.67,30.75,74.09,352.81,353.88,355.50,356.44,357.25,359.25,361.57,365.39,369.18,370.90,370.63,370.25,366.62,365.20,,2025-04-08 15:46:16,179,Exp003_R150_#2674_23326,18.46,16567,73.0,22.39,240538,23.254,38.08,185978,8.064,Stream 2 - R150
4697.44,6.00,945.00,945.04,4.00,315.00,314.96,990.00,349.99,350.00,349.99,350.0,95.4,0.0,0.00,0.00,0.00,28.66,30.70,74.09,352.97,354.00,355.49,356.45,357.37,359.25,361.58,365.40,369.30,370.90,370.62,370.23,366.59,365.19,,2025-04-08 15:51:20,179,Exp003_R150_#2674_23328,0.0,0,0.0,22.37,239530,23.157,38.06,186020,8.066,Stream 2 - R150
5001.44,6.00,945.00,944.97,4.00,315.00,314.95,990.00,350.01,350.00,350.01,350.0,95.4,0.0,0.00,0.00,0.00,28.66,30.65,74.09,352.94,353.98,355.52,356.43,357.27,359.34,361.66,365.52,369.35,370.97,370.62,370.22,366.68,365.27,,2025-04-08 15:56:24,179,Exp003_R150_#2674_23330,18.45,16777,73.0,22.38,240163,23.218,38.06,185982,8.064,Stream 2 - R150
5305.49,6.00,945.00,945.04,4.00,315.00,315.02,990.00,350.0,350.00,350.0,350.0,95.4,0.0,0.00,0.00,0.00,28.66,30.61,74.09,352.91,353.91,355.51,356.46,357.28,359.31,361.62,365.47,369.25,370.92,370.67,370.27,366.56,365.18,,2025-04-08 16:01:28,179,Exp003_R150_#2674_23332,18.46,16746,73.0,22.38,240261,23.228,38.05,185940,8.062,Stream 2 - R150
5609.49,6.00,945.00,945.04,4.00,315.00,314.98,990.00,350.0,350.00,350.0,350.0,95.39,0.0,0.00,0.00,0.00,28.66,30.66,74.08,352.89,353.90,355.38,356.38,357.27,359.19,361.55,365.38,369.15,370.90,370.64,370.26,366.64,365.24,,2025-04-08 16:06:32,179,Exp003_R150_#2674_23333,18.46,16374,72.0,22.37,240045,23.207,38.05,186052,8.067,Stream 2 - R150
5913.42,6.00,945.00,944.96,4.00,315.00,314.99,990.00,349.99,350.00,349.99,350.0,95.4,0.0,0.00,0.00,0.00,28.66,30.73,74.09,352.81,353.83,355.44,356.35,357.17,359.23,361.57,365.45,369.24,370.94,370.65,370.26,366.56,365.17,,2025-04-08 16:11:36,179,Exp003_R150_#2674_23335,18.46,16753,73.0,22.37,240221,23.224,38.05,186095,8.069,Stream 2 - R150
